id,trigger,conditions,script,text,options,notes
relLevelIndieBaird,RelLevelMoreDescription,"$faction.id == independent
$global.gaKA_completed",,众所周知，你曾为 Galatia 学院的 Baird 院长效力。,,
relLevelCooperativePirates,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == pirates",FireAll RelLevelMoreDescription,"Your exploits are legendary and inspire scores of imitators. Your underworld connections and influence are enviable, giving access to black markets and hired guns; a river of hot goods, drugs, and armaments are available at your whim.",,
relLevelFriendlyPirates,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == pirates",FireAll RelLevelMoreDescription,You've proven useful to some of the leaders of the various criminal enterprises in the Sector. Harassing you may be more trouble than it's worth to a pirate who wants to breathe something more substantial than vacuum.,,
relLevelWelcomingPirates,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == pirates",FireAll RelLevelMoreDescription,你在犯罪团伙之间已经小有恶名，海盗们都对你肃然起敬，而你也知道如何活用这些在黑道的影响力来夺得你想要的东西。,,
relLevelFavorablePirates,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == pirates",FireAll RelLevelMoreDescription,"You've been around pirates, smugglers, and other criminals often enough, and know how to act so they treat you as one of their own. This benefits of this comradeliness are dubious at best, of course, because they're known to gun one another down if enough credits are on the line.",,
relLevelNeutralPirates,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == pirates",FireAll RelLevelMoreDescription,"You've been around pirates, smugglers, and criminals long enough to know how to conduct business with them. That doesn't mean they won't attack if the opportunity presents itself, of course.",,
relLevelSuspiciousPirates,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == pirates",FireAll RelLevelMoreDescription,一般来讲，海盗只是对你不信任，相比起他们对大多数“官方”太空船长的厌恶，这种态度要好得多。当然，如果报酬丰厚，他们还是会攻击你。毕竟，本性难移。,,
relLevelInhospitablePirates,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == pirates",FireAll RelLevelMoreDescription,"Pirates will keep their weapons warm around your $shipOrFleet, and view you with distrust. This is more than can be said for how they view their fellows much of the time, so it's not as if hostility is insurmountable if a large number of credits or sufficient intimidation is in play.",,
relLevelHostilePirates,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == pirates",FireAll RelLevelMoreDescription,"Although you are not utterly despised, pirates are more than willing to attack if they believe you have credits or cargo to plunder.
Or if they're bored.",,
relLevelHostilePiratesFleet,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == pirates
$player.fleetPoints >= 120",FireAll RelLevelMoreDescription,大多数海盗都只是惧怕你强大的舰队，并没有对你有一丝尊敬之情。为了避免惹上成为你'帮凶'的名号，海盗基地不愿与你公开交易，不仅如此，海盗们还会乘人之危对你发动袭击。,,
relLevelVengefulPirates,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == pirates",FireAll RelLevelMoreDescription,你不过是被海盗们嗤之以鼻的猎物，并且作为那些英仙座星区里臃肿流油的主要势力们的一条看门杂种被海盗舰长们所不耻。,,
relLevelVengefulPiratesFleet,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == pirates
$player.fleetPoints >= 120",FireAll RelLevelMoreDescription,"你现在就是海盗们的眼中钉；他们甚至用你的全息脸像来练习打靶。不难想象，英仙座星域无法地带的阴影中，初出茅庐的年轻海盗们有一个算一个，都准备集结舰队猎杀你，你的人头便是他们""万古流芳""之路的开始。",,
relLevelPiratesKantasProtection,RelLevelMoreDescription,"$faction.id == pirates
$player.kantaProtection
$player.everHadKantaProtection",,你已经买通了 Kanta 的军阀来确保海盗们 —— 在大多数时间里 —— 不会攻击你的殖民地。,,
relLevelPiratesKantasProtectionNo,RelLevelMoreDescription,"$faction.id == pirates
!$player.kantaProtection
$player.everHadKantaProtection",,你已经失去了 Kanta 军阀对您财产的保护。,,
relLevelPiratesKilledLoke,RelLevelMoreDescription,"$faction.id == pirates
$global.murderedCloneLoke",,你就是那个把 Kanta 克隆的 Loke 送入太空的家伙。,,
relLevelCooperativeDiktat,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,你被视做 Andrada 思想的楷模。巡逻队指挥官知道他们的事业前程，甚至身家性命，都取决于他们能否尽心尽力地确保您过得愉快。全息影像版本的你显得更加伟岸，时常出现在宣传短片中，被赞颂为最高执行官思想所铸造的伟大践行者。,,
relLevelFriendlyDiktat,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,在 辛达强权 政府的官方的接待准则中，你被标注为一位 Andradan 运动的坚定支持者，是一位老朋友，一个好伙伴。基层公务员都很清楚，你在 辛达 领空内的公务是否顺利，是一件事关他们事业前程乃至身家性命的头等大事。,,
relLevelWelcomingDiktat,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,你的好名声已经在 辛达强权 各部门的高官之间流传，并且可以确定的是，你的记录上被附上了官方备注。当地的巡逻队长官和港务局官员都待你友善，并高效的处理你的请求。他们都知道这对他们的职业生涯百利而无一害。,,
relLevelFavorableDiktat,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,在 辛达强权 政府安全机构保有的记录中，你已经被标注为了一个所谓的已知数。官员们普遍对你抱有好感，尽管你并不会因此而过的轻松。充其量，你只是能被允许购买一些低档的过剩军用装备，或是在有其他更趁手的替罪羊时避免成为审查的首要目标。,,
relLevelNeutralDiktat,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,你在 辛达强权 的安全机构看来还并不起眼。如果你行事低调，也许这里还算安全，除非一些狮心卫队高官想要拿你杀鸡儆猴。,,
relLevelSuspiciousDiktat,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,虽然还没有宣布你为国家的敌人，但是很明显你已经在 辛达强权 政府的安全机构的记录里留下了注脚。港务局官员们都用怀疑的目光审视你，规章申报处理缓慢，并时常对你进行不必要的检查。,,
relLevelInhospitableDiktat,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,辛达强权 政府的安全机构已经将你标记为恐怖分子嫌犯，但目前还没下达格杀勿论的指令。辛达 控制下的港口会拒绝与你贸易，而巡逻队们仿佛是接到了指示一样处处让你苦不堪言。,,
relLevelHostileDiktat,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,你已经跻身于国家公敌的行列。辛达强权 海军已被授权与你的舰队交火，同时商人都被禁止与你交易，违者恐怕会被认定为支持恐怖主义。,,
relLevelVengefulDiktat,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,你已经被 辛达强权 宣示为国家公敌，被视为一名顽抗 Andrada 伟大运动的疯狂恐怖分子。你的全息影像被刻画得更加狰狞可恶，被用于宣传你犯下的各种见不得人的违法罪行，在官方宣传广播中频繁出现。,,
relLevelDiktatSDTU,RelLevelMoreDescription,"$global.sdtu_completed
$faction.id == sindrian_diktat",,有传言说你是二重甚至三重间谍 —— 或者不是呢？—— Dolos Macario。,,
relLevelCooperativeTriTachyon,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == tritachyon",FireAll RelLevelMoreDescription,董事会已经认定您是一位重要的战略合作伙伴，需作为公司重要的核心盈利指标加以考量。根据您规模增长与优势集中两者协调并重的理念，多位副总裁都采取了全新的管理模式。凭借您和 速子科技 的关系，您可以调动大量的投资基金和技术支持。,,
relLevelFriendlyTriTachyon,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == tritachyon",FireAll RelLevelMoreDescription,作为公司多个部门重要的合作伙伴关系的返利，您的友善形象出现在 速子科技 公司季度报告上。您享受特别的优待，有权优先使用 速子科技 及其子公司所属的设施。,,
relLevelWelcomingTriTachyon,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == tritachyon",FireAll RelLevelMoreDescription,在每一个 速子科技 及其子公司控制下的港口，智能客户服务数据库会优先让你进港停泊，并布置免费的水果与鲜花。即使这些欢迎只是由非感性子 AI 系统自动完成，这也是 速子科技 公司重视与你保持商业关系的象征。,,
relLevelFavorableTriTachyon,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == tritachyon",FireAll RelLevelMoreDescription,鉴于你与  速子科技 重要合作伙伴的身份，你无需在访问 速子科技 及其子公司的设施时缴纳标准氧气及人造重力设施使用费。,,
relLevelNeutralTriTachyon,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == tritachyon",FireAll RelLevelMoreDescription,速子科技 智能客户服务数据库是一个等效于次伽马 AI 核心的系统，用以追踪可能的的竞争。你在此数据库中的档案并没有优待或者警告的标记。,,
relLevelSuspiciousTriTachyon,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == tritachyon",FireAll RelLevelMoreDescription,"在 速子科技 智能客户服务数据库中，你已经被算法标记为 ""潜在的威胁""。你会被收取附加的小额 ""安全费""，并在 速子科技 及其子公司的设施中延后靠港停泊。",,
relLevelInhospitableTriTachyon,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == tritachyon",FireAll RelLevelMoreDescription,一个 速子科技 的次 AI 核心 (据称) 在星域中追踪你的行动轨迹。当你在 速子科技 及其子公司所属的设施靠港停泊时，总会有一个草率的安保无人机跟着你。速子科技 的员工以不信任的眼光看待你，并对你进行再三检查以避免扣除他们的季度奖金。,,
relLevelHostileTriTachyon,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == tritachyon",FireAll RelLevelMoreDescription,如果 速子科技 的员工设法干掉了你，或退而求其次，使你失去对公司利益造成进一步破坏的能力，那么他们的季度奖金便有机会大涨一笔。也许一笔几百亿星币的贿赂能让你重获一个好印象。,,
relLevelVengefulTriTachyon,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == tritachyon",FireAll RelLevelMoreDescription,速子科技 已经指派了一个 AI 核心来计算如何干掉你，并专门设置了一笔雇佣基金来实现计划。在公司的季度报告中，你的名字被单独以红色标注。此外，在系统生成的幼儿教育全息影像中，你的形象被修饰的更加丑恶。,,
relLevelTriTachyonCores,RelLevelMoreDescription,"$faction.id == tritachyon
$faction.turnedIn_allCores > 3",,一个特殊部门很想知道你是如何找到这么多 AI 核心的。,,
relLevelCooperativePather,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == luddic_path",FireAll RelLevelMoreDescription,"Truly, you walk upon the Path. It is not a Path of peace, and it marches ceaselessly toward the end-time, which is soon. Your fellow Walkers will keep Faith with you, whether into the blessed martyrdom of battle or into the great unknown that is God's plan, revealed only to the prophets such as Ludd and, some say, Brother Cotton.",,
relLevelFriendlyPather,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == luddic_path",FireAll RelLevelMoreDescription,"You are a fellow Walker on the Path. Your name is passed between secret Watchers who hold the Faith secretly in every port, every fleet, and maintain a network of information built on human trust and heart. These Watchers would aid you in unexpected ways at unexpected times.",,
relLevelWelcomingPather,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == luddic_path",FireAll RelLevelMoreDescription,"Your name is spoken of well among the secret cells and far-flung sects that make up the Luddic Path. Those few worlds controlled by Path-aligned polities welcome your trade, and will do their best to ensure that some excitable fanatic doesn't try to attack you.",,
relLevelFavorablePather,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == luddic_path",FireAll RelLevelMoreDescription,"Your name is spoken occasionally in the secret networks of the Luddic Path, and it is spoken of with tentative trust and praise. Still, the Path is a loose association and some fanatic might still get the wrong idea and try to extort a tithe from you, or worse.",,
relLevelNeutralPather,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == luddic_path",FireAll RelLevelMoreDescription,"You are not considered a great evil by the Luddic Path, though that won't stop them from demanding ""tithes"" or destroying your ""sinful technology"" if a fanatical group of militants becomes inspired to take worldly action.",,
relLevelSuspiciousPather,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == luddic_path",FireAll RelLevelMoreDescription,"You are known among some Luddic Path as one who may be open to the wisdom of Ludd's true teachings. Or you may not, for you are still of the Tribe of Moloch, and it is known that Ludd would not frown upon your destruction.",,
relLevelInhospitablePather,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == luddic_path",FireAll RelLevelMoreDescription,"The Watchers of the Path are everywhere, and they whisper that you might not be so lost a soul as once you appeared. Nonetheless, excitable Pather fleetmasters may still attempt to extract tithes from you using threat of destruction in the Holy Vacuum.",,
relLevelHostilePather,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == luddic_path",FireAll RelLevelMoreDescription,"To the Luddic Path you are considered a minion of Moloch and slave to demonic technology. You are a witless ally of Mammon, striving in this sin-filled world not for love of God but for only the hedonic lucre of miserable unbelievers blind to Ludd's Revelation.",,
relLevelVengefulPather,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == luddic_path",FireAll RelLevelMoreDescription,"Pather-aligned priests rail against you in their sermons; they call you a wrathful AI-conjured homunculus. Your destruction is a holy duty. It's only a matter of time before some fanatic takes a shot at you in a bar, or a Pather fleetmaster jumps at the opportunity for martyrdom.",,
relLevelPatherPK,RelLevelMoreDescription,"$faction.id == luddic_path
$player.patherAgreementPermanent
!$player.metBrotherCotton",,Causing you harm has been declared proscribed by the Luddic Path due to an act of great service to their cause.,,
relLevelPatherPKAndCotton,RelLevelMoreDescription,"$faction.id == luddic_path
$player.patherAgreementPermanent
$player.metBrotherCotton",,Causing you harm has been declared proscribed by the Luddic Path due to an act of great service to their cause. You are also known to have traded words with Brother Cotton.,,
relLevelPatherCotton,RelLevelMoreDescription,"$faction.id == luddic_path
!$player.patherAgreementPermanent
$player.metBrotherCotton",,It is known that you traded words with Brother Cotton - and lived.,,
relLevelCooperativeLuddic,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == luddic_church",FireAll RelLevelMoreDescription,"Truly, you walk with Ludd. Even the most pious curates concede that your worldly actions have bolstered the Faith, and they pray for your wellbeing. The Knights of Ludd put great trust in your handling of technology for righteous cause. Even heretical sects admire your conduct, despite their departures from Church canon.",,
relLevelFriendlyLuddic,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == luddic_church",FireAll RelLevelMoreDescription,"The Luddic Faithful of the Church count you as a friend, made welcome in their lands and trusted in dealings. You are allowed to self-moderate unsubtle use of technologies without need for the heavy hand of the Knights of Ludd to guide you toward righteousness.",,
relLevelWelcomingLuddic,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == luddic_church",FireAll RelLevelMoreDescription,"The Church welcomes you to the volumes they control, and their Knights of Ludd watch you with less suspicion than most spacers. You know to make the expected signs of respect, and modestly hide those technologies which cause offense to the most conservative Faithful.",,
relLevelFavorableLuddic,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == luddic_church",FireAll RelLevelMoreDescription,"You are greeted by the Faithful with a warmth of neighborliness, nothing more. You know the words and the signs that offer respect to the Church of Galactical Redemption, and for that many, but not all, of them return that respect. ",,
relLevelNeutralLuddic,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == luddic_church",FireAll RelLevelMoreDescription,"You know enough about the beliefs and practices of the Luddic Church to avoid obvious gaffes, and they know how to deal with outsiders well enough to politely conduct business with you.",,
relLevelSuspiciousLuddic,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == luddic_church",FireAll RelLevelMoreDescription,"You are seen as a typical spacer; dismissive of Ludd's revelation and scornful of the Church. Your use of high technology is considered reckless, filling a hollow in your soul with false comforts of the material world. Some among the Faithful pity you, others distrust you.",,
relLevelInhospitableLuddic,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == luddic_church",FireAll RelLevelMoreDescription,"Curates of the Church of Galactic Redemption offer you as example of one led far astray from Ludd's revelation; one lost in the machine; perhaps not yet lost to Moloch, but an unwitting servant to evil. The Knights look wary upon you, and subject you to unnecessary delays and investigation.",,
relLevelHostileLuddic,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == luddic_church",FireAll RelLevelMoreDescription,"The Church considers you a minion of Moloch, a slave to demonic technology. You are a witless ally of Mammon, striving only for the hedonic lucre of miserable unbelievers blind to Ludd's Revelation. Yea, you are an agent of evil and must be treated with as such.",,
relLevelVengefulLuddic,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == luddic_church",FireAll RelLevelMoreDescription,"The Luddic Church portrays you as a wrathful corruptor, sinful and unrepentant, a desecrator of that which is holy and good. The Knights of Ludd have assigned an Inquisitor to your case; even some curates have suggested that it might not be a sin to kill you. It's only a matter of time before some fanatic makes an attempt.",,
relLevelLuddicShrines,RelLevelMoreDescription,"$faction.id == luddic_church
$global.lpp_completed",,"You are known to have pilgrimaged to, or at least visited, the shrines of the Pilgrim's Path.",,
relLevelCooperativeLeague,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == persean",FireAll RelLevelMoreDescription,您被 英仙座联盟 (以及氏族) 视作朋友，盟友，爱国者；您为那些想要在星系中建立一个全新而自由的联邦政体的人树立了一个很好的榜样，用以对抗那些想重拾 人之领 霸权的人。,,
relLevelFriendlyLeague,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == persean",FireAll RelLevelMoreDescription,英仙座联盟 的政治代理，包括舰队，海关，以及情报部门都对您表示友好欢迎。Kazeron 的几个大型氏族在生意上十分青睐您，就算犯了点小错，他们也会选择视而不见。,,
relLevelWelcomingLeague,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == persean",FireAll RelLevelMoreDescription,你的大名远闻于 英仙座联盟 和他们的海军中 —— 还有 Kazeron 的几个氏族。你被认为是一个可靠而安全的人，商业上大受欢迎，就算犯了点小错，他们也会选择视而不见。,,
relLevelFavorableLeague,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == persean",FireAll RelLevelMoreDescription,在 英仙座联盟 和他们的海军中，你被当做了个可靠的人，可以依赖于你。Kazeron 的几个氏族都愿意与你做生意，即使你还是被当做外来者。,,
relLevelNeutralLeague,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == persean
$player.numColonies == 0
$player.fleetPoints < 120",FireAll RelLevelMoreDescription,英仙座联盟 的官员把你当做一个自由人，在他们控制的星区里，你受惠于一系列由联盟保证的贸易权利。只要你打开应答器，支付关税，并严格遵守商品限制，你便可以在这里自由贸易与通行。,,
relLevelNeutralLeagueFleet,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == persean
$player.numColonies == 0
$player.fleetPoints >= 120",FireAll RelLevelMoreDescription,英仙座联盟 的官员把你当做一个自由人，在他们控制的星区里，你受惠于一系列由联盟保证的贸易权利。你那引人注目的独立舰队让一些势力较小的成员对你十分谨慎，其他人则对你毕恭毕敬。,,
relLevelNeutralLeaguePlanet,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == persean
$player.numColonies > 0",FireAll RelLevelMoreDescription,英仙座联盟 的官员把你当做一个自由人，在他们控制的星区里，你受惠于一系列由联盟保证的贸易权利。你拥有的殖民地让你作为联盟潜在合作伙伴而备受瞩目。,,
relLevelSuspiciousLeague,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == persean",FireAll RelLevelMoreDescription,你已被 英仙座联盟 联邦安全局标记为重点关注对象，需要在靠港停泊时接受额外检查。Kazeron 的氏族们并不愿意与你打交道，他们宁愿通过代理人来与你进行必要的交易。,,
relLevelInhospitableLeague,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == persean",FireAll RelLevelMoreDescription,英仙座联盟 的舰队情报部已经认定你为可疑或犯罪活动的参与者。联盟所属的市场拒绝与你交易。巡逻队也同样视你为潜在的危险分子，尽管舰队司令并没有下达格杀勿论的指令。,,
relLevelHostileLeague,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == persean",FireAll RelLevelMoreDescription,在 英仙座联盟 的巡逻队眼里，你没比海盗好哪去。他们已经接到命令，只要发现你的舰队便可以伺机进攻。联盟所属市场拒绝与你交易，同时据说 Kazeron 的氏族们正计划一劳永逸地干掉你这个讨厌鬼。,,
relLevelVengefulLeague,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == persean",FireAll RelLevelMoreDescription,你是天外来祸，是 英仙座联盟 及其自由子民的公敌。然而你更需要担心的是，Kazeron 的几个大型氏族愿意放下彼此的成见，穷尽一切资源来追捕你。,,
relLevelLeagueYaribay,RelLevelMoreDescription,"$faction.id == persean
$player.metDaud",,据传你是 Kazeron 上 Yaribay 氏族的特工。,,
relLevelCooperativeHegemony,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == hegemony",FireAll RelLevelMoreDescription,你被 $theFaction 信任并看重。港务局和巡逻队都为你开绿灯，而且还有机会面见 霸主 的高官。在与 霸主 的事务中你能获得许多回旋的余地，可能在交易中获得优惠并有机会弄到高质量的舰船与武器。,,
relLevelFriendlyHegemony,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == hegemony",FireAll RelLevelMoreDescription,"You are well known to the Hegemony, and admired. Officers respect your steadfastness and civilian personnel appreciative of your honest dealing. Functionaries learn that not every rule applies to you, and that you are trusted with restricted military hardware.",,
relLevelWelcomingHegemony,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == hegemony",FireAll RelLevelMoreDescription,你的正直已经在 霸主 的官僚系统中广为人知，使你在官员和文职人员当中有着良好的声誉。他们愿意向你出售一些违禁品，并且省略一些冗长的的检查程序。,,
relLevelFavorableHegemony,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == hegemony",FireAll RelLevelMoreDescription,你勉强得到了 霸主 官僚系统的尊重。官员们普遍会对你不那么严格，尽管这没有什么实际影响。充其量，你只是能被允许购买一些低档的过剩装备，并且能避免成为例行审查的目标。,,
relLevelNeutralHegemony,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == hegemony",FireAll RelLevelMoreDescription,你并未被 $faction 的要员们广泛熟知，这既有好处也有坏处。,,
relLevelSuspiciousHegemony,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == hegemony",FireAll RelLevelMoreDescription,虽然目前还没有任何确凿的犯罪证据，但 $faction 官员已经倾向于用不信任的眼光看待你。接入港口当局的连接必须再三勉为其难才能被允许，同时你发现自己经常遭到调查和骚扰。,,
relLevelInhospitableHegemony,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == hegemony",FireAll RelLevelMoreDescription,对你的嫌疑已经上升到了可以提起诉讼的水平。虽然目前还没到要求对你格杀勿论的程度，但 $faction 的港口会拒绝与你贸易，而巡逻队们仿佛是接到了指示一样处处让你苦不堪言。,,
relLevelHostileHegemony,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == hegemony",FireAll RelLevelMoreDescription,$Faction 的指挥官有权在发现你的舰队后不经询问立即交战，同时它们所有市场都被禁止与你交易。你也许还有机会恢复与 $theFaction 的良好关系，但这已经不是能靠做几件小事就能解决的问题。,,
relLevelVengefulHegemony,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == hegemony",FireAll RelLevelMoreDescription,你的面部全息图像和你舰队最后被发现时的识别信息快照已经成为了星系间安全通知公告的常规部分。可以肯定的是，已经有一个高级别的 $faction 官员将负责追捕你作为首要任务进行。,,
relLevelHegemonyDaud,RelLevelMoreDescription,"$faction.id == hegemony
$player.metDaud",,Your meeting with the High Hegemon is a topic of speculation among the higher ranks.,,
,,,,,,
# customs inspection,,,,,,
ciLongRangeCommBurst,CommBurstCustomsInspection,,ShowDefaultVisual,"你收到来自 $faction $otherFleetName 的远程通讯脉冲，指示你的$shipOrFleet前来并准备接受海关检查。

通讯脉冲信息依照惯例附上了一段法典条文，详细说明了对逃避海关人员、运输违禁品和其他相关违法行为的处罚办法。

这显然是一种合法化的敲诈，可它背后有 $faction 当局在撑腰。",0:csContinue:继续,
customsInspectionScan,BeginFleetEncounter,$doingCustomsInspection score:100,"MakeOtherFleetHostile customs true
MakeOtherFleetAggressive customs true
$ignorePlayerCommRequests = false 0
$customsInspectionStage = 0 4
AddText ""你被 $faction$otherShipOrFleet呼叫了。"" $faction.baseColor",,,
customsInspectionConvStart,OpenCommLink,"$entity.doingCustomsInspection score:100
$entity.customsInspectionStage == 0","SetTooltip ciAgree ""扫描将计算你的舰队和它所携带的货物的价值，并将评估收费。\n\n如果你的$shipOrFleet携带有非法货物，则有可能会被发现。如果你同时也携带合法货物，并且你与该派别的关系是良好，那么非法货物被发现的几率就会降低。如果违禁品被发现，则将被没收并被处以罚款。""","$PersonRank $personName 把目光从$hisOrHer的控制台上移开，抬眼看了你一下。""在我们扫描你们的货物时，请在旁等待。扫描完成之后我们再继续谈。""","0:ciAgree:允许扫描继续进行
1:ciDisagree:""我可不干。""",
customsInspectionAgree,DialogOptionSelected,"$entity.doingCustomsInspection score:100
$option == ciAgree score:100","EndConversation DO_NOT_FIRE
Wait $global.ciWait 0.5 $global.ciFinished $global.ciInterrupted $global.ciInProgress ""扫描中...""
MakePlayerImmediatelyAttackable
GiveOtherFleetAssignment HOLD 3 ""执行海关检查中""
$customsInspectionStage = 1 4",,,
customsInspectionDisagree,DialogOptionSelected,"$entity.doingCustomsInspection score:100
$option == ciDisagree","AdjustRep $faction.id CUSTOMS_REFUSED_TOLL
$entity.ignorePlayerCommRequests = true 1
#MakeNearbyFleetsHostile $faction.id 2000 10
EndConversation","""哦？那你会后悔的。""

通讯链接在你做出回应前就被切断。",,
customsInspectionWaitFinished,BeginFleetEncounter,"$doingCustomsInspection score:100
$global.ciFinished","MakeOtherFleetHostile customs true
MakeOtherFleetAggressive customs true
CustomsInspectionGenerateResult
TakeRepCheck $faction.id $repCheckResult
OpenComms",经过漫长的等待，你的终端终于轻响了几声，并显示由 $faction $otherFleetName 传来的扫描结果。,,
customsInspectionAddContinue,OpenCommLink,"$entity.doingCustomsInspection score:100
$entity.customsInspectionStage == 1",$entity.customsInspectionStage = 3 0,,0:ciResultContinue:继续,
customsInspectionContinueFromResult,DialogOptionSelected,"
$option == ciResultContinue","CustomsInspectionApplyRepLoss
FireBest InspectionResultResponse",,,
customsInspectionResultToll,InspectionResultResponse,"$entity.doingCustomsInspection score:100
$entity.inspectionResultType == TOLL","SetTextHighlights $entity.tollAmount
FireAll CustomsInspectionPayOptions","$PersonRank $personName 把目光从$hisOrHer的控制台上移开，抬眼看向你。""看来全部都查清了，关税和检查费总共为 $tollAmount 星币。""",,
customsInspectionResultTollFine,InspectionResultResponse,"$entity.doingCustomsInspection score:100
$entity.inspectionResultType == TOLL_AND_FINE","SetTextHighlights $entity.tollAmount
FireAll CustomsInspectionPayOptions","$PersonRank $personName 看起来很高兴。""好好看看我们找到了什么！当然，我们会罚没所有的违禁品。关税和检查费，再加上对持有并意图出售违禁货物的罚款，一共 $tollAmount 星币。""",,
customsInspectionResultTollFineHostile,InspectionResultResponse,"$entity.doingCustomsInspection score:100
$entity.inspectionResultType == TOLL_AND_FINE
RepIsAtBest $faction.id HOSTILE score:100",FireBest CustomsInspectionEndHostile,$personName 看了看报告，又看了看你，接着再看了看报告，就一言不发地切断了通讯联系。这时你的扫描器检测到了武器启动的特征讯号。,,
# customs inspection -payment options,,,,,,
