RAW,cn.mn,constant,constantCN
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage - String - ""Use %s to traverse the nascent gravity well located at the coordinates.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage ,Use %s to traverse the nascent gravity well located at the coordinates.,用 %s 穿越位于坐标处的亚临界重力井。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage - String - ""Transverse Jump""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage ,Transverse Jump,横轴跳跃
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage - String - ""Learn what Tri-Tachyon was doing at Alpha Site.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage ,Learn what Tri-Tachyon was doing at Alpha Site.,设法了解 速子科技 在 阿尔法研究站 工作的目的。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage - String - ""Optional: look for the ISS Hamatsu and, if found, return it to """,com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage ,"Optional: look for the ISS Hamatsu and, if found, return it to ",可选：找到 ISS Hamatsu 号，并将其还给 
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage - String - ""Optional: locate Kelise Astraia.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage ,Optional: locate Kelise Astraia.,可选：找到 Kelise Astraia.
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage - String - ""Return to the Galatia Academy with the scan data and report your findings to Provost """,com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addDescriptionForNonEndStage ,Return to the Galatia Academy with the scan data and report your findings to Provost ,带着扫描数据回到 Galatia 学院，并联系 
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addNextStepText - String - ""Get a lead on the whereabouts of Kelise Astraia""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addNextStepText ,Get a lead on the whereabouts of Kelise Astraia,找到 Kelise Astraia 的下落
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addNextStepText - String - ""Sell Arroyo's comm fakes to any highly-placed pirate""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addNextStepText ,Sell Arroyo's comm fakes to any highly-placed pirate,把 Arroyo 的伪劣通讯器卖给一名有地位的海盗
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addNextStepText - String - ""Investigate hyperspace area the relay was transmitting to""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addNextStepText ,Investigate hyperspace area the relay was transmitting to,调查中继器来获取超空间坐标
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addNextStepText - String - ""Investigate Alpha Site""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addNextStepText ,Investigate Alpha Site,调查 阿尔法研究站
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addNextStepText - String - ""Return to the Galatia Academy and report to Provost Baird""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.addNextStepText ,Return to the Galatia Academy and report to Provost Baird,返回 Galatia 学院，向 Baird 院长报告
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.getBaseName - String - ""Project Ziggurat""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProjectZiggurat.getBaseName ,Project Ziggurat,通灵塔计划
"com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level1.createCustomDescription - String - ""-%s crew lost due to fighter losses in combat (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level1.createCustomDescription ,-%s crew lost due to fighter losses in combat (maximum: %s),-%s 因战机击落而导致的人员伤亡 (最高：%s) 
"com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level2.createCustomDescription - String - ""+%s top speed (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level2.createCustomDescription ,+%s top speed (maximum: %s),+%s 最高航速 (最高：%s) 
"com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level2.createCustomDescription - String - ""+%s target leading accuracy (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level2.createCustomDescription ,+%s target leading accuracy (maximum: %s),+%s 投弹精度 (最高：%s) 
"com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level2.createCustomDescription - String - ""+%s damage dealt (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level2.createCustomDescription ,+%s damage dealt (maximum: %s),#N/A
"com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level2.createCustomDescription - String - ""Effect increased by %s for ships with officers, including flagship""",com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level2.createCustomDescription ,"Effect increased by %s for ships with officers, including flagship",而有军官的舰船，包括旗舰，则效果提高 %s
"com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level2.createCustomDescription - String - ""×""",com/fs/starfarer/api/impl/campaign/skills/FighterUplink$Level2.createCustomDescription ,×, 倍
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.create - String - ""waiting""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.create ,waiting,等待中
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.create - String - ""exploring system""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.create ,exploring system,正在探索星系
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.create - String - ""preparing to leave system""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.create ,preparing to leave system,准备离开星系
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage - String - ""Recover an instrument package from a probe """,com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage ,Recover an instrument package from a probe ,从探测器中打捞仪器套件，目标
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage - String - "".""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage ,., 中的探测器内回收仪器套件。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage - String - ""Recover an instrument package from a probe in the """,com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage ,Recover an instrument package from a probe in the ,从探测器中打捞仪器套件，目标位于 
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage - String - "".""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage ,., 中的探测器内回收仪器套件。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage - String - ""Go to the nearest jump-point and retrieve the instrument package from scavengers before they leave the system.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage ,Go to the nearest jump-point and retrieve the instrument package from scavengers before they leave the system.,前往最近的跳跃点附近，并在拾荒者离开星系前，从其手中夺回仪器套件。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage - String - ""Return the instrument package to the Galatia Academy and talk to """,com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage ,Return the instrument package to the Galatia Academy and talk to ,将仪器套件交还给 Galatia 学院，并联系 
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage - String - "" to receive your reward.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addDescriptionForNonEndStage , to receive your reward., 即可获得奖励。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addNextStepText - String - ""Recover the instrument package from the probe""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addNextStepText ,Recover the instrument package from the probe,从探测器内回收仪器套件
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addNextStepText - String - ""Recover the instrument package from scavengers at one of the jump-points""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addNextStepText ,Recover the instrument package from scavengers at one of the jump-points,从一处跳跃点附近的拾荒者手中夺回仪器套件
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addNextStepText - String - ""Return to the Galatia Academy and talk to """,com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.addNextStepText ,Return to the Galatia Academy and talk to ,回到 Galatia 学院，并联系 
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.getObjectNameWithType - String - "" called """,com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.getObjectNameWithType , called , 为 
"com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.getBaseName - String - ""Recover Instrument Package""",com/fs/starfarer/api/impl/campaign/missions/academy/GAProbePackage.getBaseName ,Recover Instrument Package,回收仪器套件
"com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanBarEvent$1.confirm - String - ""Continue""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanBarEvent$1.confirm ,Continue,继续
"com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanBarEvent$1.createDescription - String - ""The loan amount is %s.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanBarEvent$1.createDescription ,The loan amount is %s.,贷款金额为 %s.
"com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanBarEvent$1.createDescription - String - ""You're able to negotiate the repayment amount from %s down to %s.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachLoanBarEvent$1.createDescription ,You're able to negotiate the repayment amount from %s down to %s.,你尝试将还款金额从 %s 降至 %s.
"com/fs/starfarer/api/impl/campaign/skills/HullRestoration$Level4A.getEffectDescription - String - ""Chance to remove one d-mod per month from a randomly selected ship in your fleet; faster for low-DP ships""",com/fs/starfarer/api/impl/campaign/skills/HullRestoration$Level4A.getEffectDescription ,Chance to remove one d-mod per month from a randomly selected ship in your fleet; faster for low-DP ships,每一个月，就有几率从随机一艘船上移除一个 D-插件，低部署点舰船将耗费更少的时间
"com/fs/starfarer/api/impl/campaign/skills/HullRestoration$Level4A.getEffectDescription - String - ""Chance to remove a d-mod from a randomly selected ship in your fleet every two months""",com/fs/starfarer/api/impl/campaign/skills/HullRestoration$Level4A.getEffectDescription ,Chance to remove a d-mod from a randomly selected ship in your fleet every two months,每两个月，就有几率从随机一艘船上移除一个 D-插件
"com/fs/starfarer/api/impl/campaign/skills/HullRestoration$Level4A.getEffectDescription - String - ""Chance to remove a d-mod from a randomly selected ship in your fleet every """,com/fs/starfarer/api/impl/campaign/skills/HullRestoration$Level4A.getEffectDescription ,Chance to remove a d-mod from a randomly selected ship in your fleet every ,每 
"com/fs/starfarer/api/impl/campaign/skills/HullRestoration$Level4A.getEffectDescription - String - "" months""",com/fs/starfarer/api/impl/campaign/skills/HullRestoration$Level4A.getEffectDescription , months, 个月，就有几率从随机一艘船上移除一个 D-插件
"com/fs/starfarer/api/impl/campaign/skills/HullRestoration$Level4B.getEffectDescription - String - ""Chance to quickly remove one d-mod from newly acquired ships; higher for ships with more d-mods""",com/fs/starfarer/api/impl/campaign/skills/HullRestoration$Level4B.getEffectDescription ,Chance to quickly remove one d-mod from newly acquired ships; higher for ships with more d-mods,获得新船时，有几率立刻移除一个 D-插件，其 D-插件 越多概率也就越高
"com/fs/starfarer/api/impl/campaign/intel/events/ht/HTScavengerDataFactor$1.createTooltip - String - ""Topographic data and sensor readings bought from a fellow traveller, far out in the black.""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTScavengerDataFactor$1.createTooltip ,"Topographic data and sensor readings bought from a fellow traveller, far out in the black.",在虚空深处从另一位旅行者手上购买的 超空间测绘数据 和 传感器数据。
"com/fs/starfarer/api/impl/campaign/abilities/BaseDurationAbility.addIncompatibleToTooltip - String - ""Disables the following abilities while active:""",com/fs/starfarer/api/impl/campaign/abilities/BaseDurationAbility.addIncompatibleToTooltip ,Disables the following abilities while active:,激活时将会禁用以下能力：
"com/fs/starfarer/api/impl/campaign/abilities/BaseDurationAbility.addIncompatibleToTooltip - String - ""Expand tooltip to view conflicting abilities""",com/fs/starfarer/api/impl/campaign/abilities/BaseDurationAbility.addIncompatibleToTooltip ,Expand tooltip to view conflicting abilities,展开信息查看冲突的能力
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.create - String - ""At The Gates""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.create ,At The Gates,星门之外
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Contact Horus Yaribay to get envoy credentials so you can contact High Hegemon Daud.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Contact Horus Yaribay to get envoy credentials so you can contact High Hegemon Daud.,"联系 Horus Yaribay, 来获得特使凭证，这样你就可以联系至高霸主 Daud 了。"
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Gens Yaribay is based """,com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Gens Yaribay is based ,Horus Yaribay 位于 
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Set up a private meeting with High Hegemon Baikal Daud and get him to accept the deal with Provost Baird.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Set up a private meeting with High Hegemon Baikal Daud and get him to accept the deal with Provost Baird.,与至高霸主 Baikal Daud 进行私下会面，并让他接受与 Baird 院长的交易。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Optional: provide Daud with encrypted Yaribay comm codes.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Optional: provide Daud with encrypted Yaribay comm codes.,可选：向 Daud 提供加密的 Yaribay 通讯密码。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""The High Hegemon's office is based """,com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,The High Hegemon's office is based ,至高霸主的办公室设于 
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Meet with High Hegemon Baikal Daud on a shipyard orbiting Chicomoztoc.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Meet with High Hegemon Baikal Daud on a shipyard orbiting Chicomoztoc.,和至高霸主 Baikal Daud 在 Chicomoztoc 轨道上的造船厂见面。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Optional: provide Daud with encrypted Yaribay comm codes.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Optional: provide Daud with encrypted Yaribay comm codes.,可选：向 Daud 提供加密的 Yaribay 通讯密码。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""The High Hegemon's office is based """,com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,The High Hegemon's office is based ,至高霸主的办公室设于 
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""You've arranged a deal between High Hegemon Daud and Provost Baird which allows the Galatia Academy to resume overt research on Gate technology.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,You've arranged a deal between High Hegemon Daud and Provost Baird which allows the Galatia Academy to resume overt research on Gate technology.,你通过促成至高霸主 Baikal Daud 与 Baird 院长的交易，来让 Galatia 学院恢复对星门技术的公开研究。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Get the Gate scanning instrument from Academician Coureuse.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Get the Gate scanning instrument from Academician Coureuse.,从 Coureuse 院士那获得星门扫描仪。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Scan six Gates with the instruments provided by Academician Coureuse.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Scan six Gates with the instruments provided by Academician Coureuse.,用 Coureuse 院士提供的仪器去扫描六处星门。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""%s Gates scanned""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,%s Gates scanned,已扫描了 %s 处星门
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Return to the Galatia Academy with the six completed Gate scans.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Return to the Galatia Academy with the six completed Gate scans.,带着六份星门扫描结果回到 Galatia 学院。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Use the prototype Janus Device on a Gate in an uninhabited system outside of the Core worlds.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Use the prototype Janus Device on a Gate in an uninhabited system outside of the Core worlds.,前往核心世界外的一处无人星系，并在那里的星门上 使用双面神装置的原型。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Return to the Galatia Academy to report the results of the first Janus Prototype experiment.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Return to the Galatia Academy to report the results of the first Janus Prototype experiment.,回到 Galatia 学院，并汇报第一次双面神装置原型试验的结果。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Contact Academician Scylla Coureuse about what she needs you to do.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Contact Academician Scylla Coureuse about what she needs you to do.,联系 Scylla Coureuse 院士，来获得她接下来的计划。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Use Gargoyle's token to arrange a meeting with Warlord Kanta in the Magec system - or find some other way to extract Zal.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Use Gargoyle's token to arrange a meeting with Warlord Kanta in the Magec system - or find some other way to extract Zal.,利用 Gargoyle 的信物来与 Magec 星系中的 Kanta 军阀会面 - 或找到其他能与 Zal 联系的方法。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Find and extract the clone of Loke from the Pather kidnappers.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Find and extract the clone of Loke from the Pather kidnappers.,从左径绑匪那找到并获得 Loke 的克隆体。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Return Clone Loke to Warlord Kanta.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Return Clone Loke to Warlord Kanta.,将 Loke 的克隆体交还给 Kanta 军阀。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Go to the Magec Gate and jump to Galatia.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Go to the Magec Gate and jump to Galatia.,前往 Magec 星门并跳跃至 Galatia。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage - String - ""Return to the Galatia Academy with Elissa Zal and the working Janus Device.""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addDescriptionForNonEndStage ,Return to the Galatia Academy with Elissa Zal and the working Janus Device.,带着 Elissa Zal 与运作中的双面神装置一起回到 Galatia 学院。
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""%s Gates scanned""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,%s Gates scanned,已扫描了 %s 处星门
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Get the Gate scanning device from Scylla Coureuse""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Get the Gate scanning device from Scylla Coureuse,从 Scylla Coureuse 那拿到星门扫描仪
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Contact Horus Yaribay on Kazeron to get envoy credentials""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Contact Horus Yaribay on Kazeron to get envoy credentials,在 Kazeron 上联系 Horus Yaribay 来获得特使凭证
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Horus Yaribay has provided you with official envoy credentials to set up a private meeting with High Hegemon Baikal Daud""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Horus Yaribay has provided you with official envoy credentials to set up a private meeting with High Hegemon Baikal Daud, Horus Yaribay 不仅给你提供了官方特使的凭证，并为你安排了至高霸主 Baikal Daud 的私下会面
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Meet with the High Hegemon in Chicomoztoc orbit and secure Baird's deal""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Meet with the High Hegemon in Chicomoztoc orbit and secure Baird's deal,在 Chicomoztoc 轨道上与至高霸主见面，并敲定 Baird 的交易
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Return to Provost Baird at the Galatia Academy with news of the deal made with High Hegemon Daud""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Return to Provost Baird at the Galatia Academy with news of the deal made with High Hegemon Daud,回到 Galatia 学院 Baird 院长那，并告诉他与至高霸主 Daud 达成协议的消息
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Scan six Gates with the instruments provided by Academician Coureuse""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Scan six Gates with the instruments provided by Academician Coureuse,用 Coureuse 提供的仪器扫描六处星门
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Return to the Galatia Academy with the six completed Gate scans""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Return to the Galatia Academy with the six completed Gate scans,带着六份星门扫描结果回到 Galatia 学院
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Use the prototype Janus Device on a Gate in an uninhabited system outside of the Core worlds""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Use the prototype Janus Device on a Gate in an uninhabited system outside of the Core worlds,前往核心世界外的一处无人星系，并在那里的星门上使用双面神装置的原型
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Return to the Galatia Academy to report the results of the first Janus Prototype experiment""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Return to the Galatia Academy to report the results of the first Janus Prototype experiment,回到 Galatia 学院，并汇报第一次双面神装置原型试验的结果
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Contact Academician Scylla Coureuse about what she needs you to do""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Contact Academician Scylla Coureuse about what she needs you to do,联系 Scylla Coureuse 院士，来获得她接下来的计划
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Use Gargoyle's token to arrange a meeting with Warlord Kanta in the Magec system - or find some other way to extract Zal""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Use Gargoyle's token to arrange a meeting with Warlord Kanta in the Magec system - or find some other way to extract Zal,利用 Gargoyle 的信物来与 Magec 星系中的 Kanta 军阀会面 - 或找到其他能与 Zal 联系的方法
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Find and extract the clone of Loke from the Pather kidnappers""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Find and extract the clone of Loke from the Pather kidnappers,从左径绑匪那找到并获得 Loke 的克隆体
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Return Clone Loke to Warlord Kanta""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Return Clone Loke to Warlord Kanta,将 Loke 的克隆体交还给 Kanta 军阀
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Go to the Magec Gate""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Go to the Magec Gate,前往 Magec 星门
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText - String - ""Return to the Galatia Academy with Elissa Zal and the working Janus Device""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.addNextStepText ,Return to the Galatia Academy with Elissa Zal and the working Janus Device,带着 Elissa Zal 与运作中的双面神装置一起回到 Galatia 学院
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.getBaseName - String - ""At The Gates""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.getBaseName ,At The Gates,星门之外
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.reportCurrentLocationChanged - String - ""scanning""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.reportCurrentLocationChanged ,scanning,正在扫描
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.reportCurrentLocationChanged - String - ""repositioning""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.reportCurrentLocationChanged ,repositioning,转移阵地中
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.reportCurrentLocationChanged - String - ""Special Task Force""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.reportCurrentLocationChanged ,Special Task Force,特别工作小组
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.reportCurrentLocationChanged - String - ""holding vigil""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.reportCurrentLocationChanged ,holding vigil,正在守候
"com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.reportCurrentLocationChanged - String - ""holding vigil""",com/fs/starfarer/api/impl/campaign/missions/academy/GAAtTheGates.reportCurrentLocationChanged ,holding vigil,正在守候
