id,type,text1,text2,text3,text4,text5,notes
defender,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

后卫-级 常作为点防御舰船被人之领用于加强边境运输队和重要的前哨站防御，因此它大概是最常见的军用无人战舰之一。",,,,,
sentry,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

满载着导弹的 岗哨-级 无人战舰为兵力薄弱的边境巡逻队提供了一种廉价的自动化火力支援。",,,,,
warden,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

在某些偏远星域中，典狱长-级 无人战舰凭借充足的重型火力使它的威名让附近的海盗们感到畏惧且憎恨。而 卢德教会 也经常以它为反面教材，来宣传这种 ""杀人机器"" 的威胁。",,,,,
picket,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

警戒-级 无人战舰经常会因为它的各种弱点而被人轻视，不过犯下这一错误的舰长就遭殃了。一旦 警戒-级 依据舰载程序进入射程范围，它将倾泻出密集的小口径炮弹摧毁任何缺少装甲防护的船体。",,,,,
rampart,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

堡垒-级 不仅仅是一种能飞的重炮平台。通过与其他无人战舰协同作战，它能在线列中提供对付巡洋舰和主力舰级时所必要的重火力，这甚至足以摧毁轨道站。由于 堡垒-级 的定位，它随时可能受到严重破坏，因此船体构造高度模块化，以允许在没有船坞设施的条件下也能迅速替换损毁部分快速修复到允许投入作战的状态。",,,,,
guardian,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。不过长这样的家伙可不像是个 人之领 会部署在无人舰队里的东西。

虽然从船体结构上还能看到不少标准无人舰的影子，但它们全都被阴森扭曲的斜角装甲和杂乱无章的幅能管道网所覆盖。想必这艘怪兽战舰应该是某些精神错乱的 人之领 海军设计师的杰作，不然就是存它蓝图的生产芯片在有毛病的驱动力场被运了几千光年给运坏了。",,,,,
ziggurat,SHIP,"一块位于舰桥位置的标牌表明了该舰是来自 ""通灵塔计划"" 的产物。显然，她生于一处不为英仙座的人们所知的 速子科技 原型实验室。除了先进的武装配备之外，该舰还有一些特殊的组件无法进行常规化生产 —— 虽然能够通过逆向工程还原无损的样本并生产备件，但是其内部的工作原理无法在任何残存的 人之领 技术数据中找到参照或相似的结构，徒留一个或许永远无法解开的谜团。

通灵塔-级 曾经是有人类船员的，或者说，至少看起来是一艘需要人类船员的战舰。然而一切关于他们存在的痕迹或者记录都完全无处可寻。即使是最干净整洁的霸主战舰也会在维护通道的后盖上留有某人姓名的首字母，或一两句关于长官的闲话。但在它们本应出现的地方，却什么都没有。",不明舰船,目标信号传来的读数显示该舰搭载了相位功能，但从理论层面上讲如此巨大的舰体由于现实稳定性问题不可能搭载相位设备。传感器检测到了主力舰级别的武器配备，与此同时大量异常数据显示该舰还搭载了至少一种未知的系统。战术分析设备无法识别该系统的作用。建议：谨慎接触目标。,,,
supplies,RESOURCE,舰船与船员的必备物资，包括食物、制服、弹药、备用零件、微芯片原料以及预制组件等。,,,,,
fuel,RESOURCE,星际文明赖以生存的标准星舰燃料。主要由富勒烯壳内的反物质与氢同位素形成半稳定的泡沫混合而成，相当安全。,,,,,
crew,RESOURCE,能熟练操控星舰与执行日常后勤维护，且拥有地面设施操作知识的技术人员。,,,,,
marines,RESOURCE,装备动力装甲全副武装的陆战队员，其主要职责是参与地面突袭行动。,,,,,
alpha_core,RESOURCE,"Alpha 级 AI 核心几乎能胜任所有任务。如果让它参与殖民地设施管理，其带来的好处将远超人类管理者。甚至有传言称该核心可能曾被秘密指派去管理一整个行星的运作。

尽管大多数势力都禁止在公开市场上出售 AI 核心。但某些高层代表往往都毫不避讳地用大笔现金来换取 AI 核心，至于其理由，那就不得而知了。

Alpha 级 AI 核心是拥有非人智慧，令人恐惧的人造灵魂。它足以创造富有感染力，使人共情的艺术创作。亦或以某种哲学立场为根基进行一场针锋相对的辩论，甚至能和人类产生深刻而富有意义的羁绊。它们甚至可以通过常年累月的接触之后，面对特定群体时掌握完美的时机与场合，讲出一个只有他们能懂的精妙笑话。

尽管集中了无数物质资源与智力研究才得以生产，Alpha 级 AI 核心所展现出的潜力依旧吓坏了 人之领 的战略规划者。因此像所有人工智能一样，每一个 Alpha 级 AI 核心都被严密监视并控制，且在发现产生任何不忠的迹象之时被无情销毁。霸主 尤其积极地坚持执行该政策。",,,,,
beta_core,RESOURCE,"Beta 级 AI 核心善于利用非人的效率与惊人的计算力，来帮助人类执行大多数的工作，尤其是在测试与监督方面将给其管理的设施给予显著帮助。

尽管大多数势力都禁止在公开市场上出售 AI 核心。但某些高层代表往往都毫不避讳地用大笔现金来换取 AI 核心，至于其理由，那就不得而知了。

Beta 级 AI 核心在使用匿名通信协议通讯时能轻松地伪装成人类，并在任务需要实行欺诈的情况下能巧妙且流利地编造谎言。该 AI 采用以人类演员为模板的认知模型来预测自己应表现出的反应和情绪，但目前难以准确描述它在表达情绪时到底有没有什么实际感受。关于这个问题的记录也大多数是零散且矛盾的。不过依旧有一个比较流行的理论是：Beta 级 AI 核心每接触一名人类，都将自动塑造一个全新的人格。",,,,,
gamma_core,RESOURCE,"Gamma 级 AI 核心善于运用强大的计算能力来弥补其创造力与问题处理能力的缺陷，能协助人类把大部分的工作做到最好。指派 Gamma 级 AI 核心协助人类监管者来管理殖民地规模的行业生产能获得显著的收益。

尽管大多数势力都禁止在公开市场上出售 AI 核心。但出于各式各样的原因，与势力高层代表直接沟通时他们往往愿意用大笔现金来换取 AI 核心。

可独立运作的 AI 核心，稀有且贵重。依照 人之领 人工智能协议评判，Gamma 级 AI 核心是具备真正智能的最低级核心。处理简单明确的任务时，它擅长利用专业学者般的数据处理能力，做出卓越的推理和判断，远超越任何一名人类。然而，它在解决问题方面相对缺乏创造力，更倾向于采取直接而简单的手段。",,,,,
orbital_dockyard,CUSTOM,一个轨道船坞，拥有新建或大规模改装船舶所需的巨型龙门架和其他设备。大部分设施暴露在太空中。,,,,,
pk_orbital_dockyard,CUSTOM,一个轨道船坞，拥有新建或大规模改装船舶所需的巨型龙门架和其他设备。该处的建设显得比较仓促和临时。大部分设施暴露在太空中。,,,,,
station_mining_remnant,CUSTOM,一处废弃的采矿站，它曾经是财富与工业的源泉，维持了无数人的工作和生活。通过粗略扫描后发现，它已经被遗弃了数十、甚至几百星历年。如果仔细检查一番，应该能发现不少可供回收的物资。,,,,,
station_mining_automated,CUSTOM,一处全自动采矿站。远程扫描显示，这是一种几乎不考虑短期外部因素影响的古老 人之领 设施，可为基础建设项目提取资源。这个空间站似乎已经闲置了数百个星历年。如果仔细检查一番，应该能发现不少可供回收的物资。,,,,,
limbo_wormhole_cache,CUSTOM,一个巨大的藏匿点，其外部拓展结构的表面因无数星历年以来的太空风化而满是疤痕。它本身则看似完好无损，其深不可测的吊舱和仓库大到足以藏下数量庞大的宝藏，或者一支中等规模的舰队。,,,,,
limbo_hades,CUSTOM,一个孤独且满是金属岩石的死寂世界，破碎的地壳生动地记录了它曾遭受的一切暴力。数公里深的沟壑撕开了地表，满是冷硬岩浆岩的陨石坑洞遍布于死火山们的阴影之中。稀薄的大气之下往往探测不到任何生命迹象，但可能富含有价值的金属和稀有元素。,,无需详细调查即可确定该星球富含稀有元素：一次肆无忌惮的全自动开采精炼作业曾在此进行，其痕迹如同疯长一样蔓延到了地表各处。现在它已衰亡，聚变反应堆早已冷却，数百个自动锻造的千吨级远程采矿装置像死甲虫一样被狂风卷进了雪堆。,,,
station_research_remnant,CUSTOM,废弃的研究站，其建造目的大概是为了研究当地的某些有趣现象，或用于远程观测那些不应靠近的非宜居星球。通过粗略扫描后不难发现，它已经被遗弃了数十、甚至几百星历年。如果仔细检查，应该能发现不少可供回收的物资。,,,,,
orbital_habitat_abandoned,CUSTOM,废弃的轨道居住站。通过粗略的扫描后不难发现，它已经被遗弃了数十、甚至几百星历年。如果再仔细检查一番，应该能发现不少可供回收的物资。,,,,,
makeshift_station,CUSTOM,一种临时构建的轨道站，多半用作集会场所、行动基地或半永久居民的家。,,,,,
derelict_ship,CUSTOM,已停机并遭到遗弃的舰船。如果仔细检查，应该能发现些可供回收的物资，甚至可能将其恢复运行。,,,,,
mission_location,CUSTOM,一处在你的任务日志中详细标出的地点。,,,,,
sensor_ghost,CUSTOM,未知的传感器信号。如果是舰队，那它的应答器一定已经关闭。,,,,,
avoid,ACTION_TOOLTIP,"命令你的舰队尽可能地远离这名敌人。

友军不会自动处理这个目标。被直接手动指派到这个目标的舰船将无视此指令与其交战。",回避,,,,
ignore,ACTION_TOOLTIP,"Order your fleet not to actively pursue this enemy or react to its movements.

No ships will be assigned automatically. Any ships explicitly assigned will engage the enemy.",Ignore,,,,
capture,ACTION_TOOLTIP,"命令你的舰队占领这个目标。

系统将根据目标周边的敌军派遣足够的舰船。

一旦成功占领目标，这个命令将被变更为 ""控制""。",占领,,,,
control,ACTION_TOOLTIP,"命令你的舰队保持对目标的控制。

系统将根据目标周围的敌军规模派遣足够的舰船，若周围没有敌人存在，将不会指派任何舰船。

如果目标被敌军占领，那么这个命令将自动变更为 ""占领""。",控制,,,,
assault,ACTION_TOOLTIP,"命令你的舰队突击这个目标。

不管目标附近是否存在敌军，都会将大量舰船派遣至目标处。

一旦确认目标附近安全，那么这个指令将被改变为 ""防守""。",突击,,,,
engage,ACTION_TOOLTIP,命令你的舰队对目标以及周边的敌军进行攻击，但不会使自己面临不必要的风险。,进攻,,,,
defend,ACTION_TOOLTIP,"命令你的舰队防守这个目标。

不管目标附近是否存在敌军，都会将大量舰船派遣至目标处。

如果目标被敌军占领，那么这个命令将自动变更为 ""突击""。",防守,,,,
civilian_rally,ACTION_TOOLTIP,命令所有民用舰船如货船、油船、运输船前往指定的路径点集合。,民用船集结点,,,,
rally_task_force,ACTION_TOOLTIP,"命令指定的舰船分组前往指定的路径点集合。

只有被直接选中并指派此命令的舰船才会前往路径点，其余舰船不会自动执行这个命令。",特遣队集结点,,,,
strike_base,ACTION_TOOLTIP,"命令轰炸机、鱼雷轰炸机、支援型战斗机向指定路径点集合。

所有执行此命令的战机，都将在攻击前优先前往离目标最近的联队突击集结点，且如果航母在战场上，轰炸机将会在此集结并等待战机联队整备完毕。",联队突击集结点,,,,
rally_fighters,ACTION_TOOLTIP,命令战机在航母替换战损时，在指定的路径点集合。,联队集结点,,,,
carrier_base,ACTION_TOOLTIP,命令一艘航母在指定的路径点驻停。,航母集结点,,,,
patrol,ACTION_TOOLTIP,命令一些仍有余力的轻型战舰或战机联队守卫该地区。,巡逻,,,,
show_video,ACTION_TOOLTIP,显示指定的舰船所传回的实时影像。,接通视频信号,,,,
more_info,ACTION_TOOLTIP,显示所选目标的详细信息。,更多信息,,,,
remove_waypoint,ACTION_TOOLTIP,删除当前选中的路径点及相关指派。,移除路径点,,,,
recon,ACTION_TOOLTIP,派遣一艘护卫舰或战机联队侦察指定的路径点。,侦查,,,,
full_escort,ACTION_TOOLTIP,"以最多四艘护卫舰、两艘驱逐舰或一艘巡洋舰和一些轻型舰船组成编队来护送目标，护送舰船的数量取决于它们是否仍留有余力。

只有速度足以跟随选定目标的舰船才会被派遣。",全体护送,,,,
light_escort,ACTION_TOOLTIP,"命令一艘护卫舰护送目标。

只有速度足以跟随选定目标的舰船才会被派遣。",轻型护送,,,,
destroyer_escort,ACTION_TOOLTIP,"命令一组护卫舰或者一艘驱逐舰护送目标。

只有速度足以跟随选定目标的舰船才会被派遣。",中型护送,,,,
repair_and_refit,ACTION_TOOLTIP,"命令该战机联队返回最近的航母维修。

被摧毁的战斗机将会被重新迟早且所有战机的武器弹药将得到补充。",战机返修,,,,
search_and_destroy,ACTION_TOOLTIP,命令指定的舰船根据判断选择性攻击敌方舰船，并无视被指派的任务。,搜索并歼灭,,,,
retreat,ACTION_TOOLTIP,"命令指定的舰船进行战略撤退，并在撤退时充分考虑防御自身。

如果舰船已超出峰值时间内且其战备值正在衰减，那么本命令不需要消耗指挥点或打开指挥频道。",撤退,,,,
direct_retreat,ACTION_TOOLTIP,"命令指定舰船以最快速度撤退。

如果舰船已超出峰值时间内且其战备值正在衰减，那么本命令不需要消耗指挥点或打开指挥频道。",直接撤退,,,,
transfer_command,ACTION_TOOLTIP,"将你自己和你的随员转移到另一艘舰船上。

一旦指挥穿梭舱到达指定舰船，你将立马接收该舰的控制权。",转移指挥,,,,
strike,ACTION_TOOLTIP,"命令战机攻击指定的舰船。被分配到这个任务的航母将派遣它们的战机攻击目标，并将试图保持在战斗机出击范围内，否则将自由操纵并选择非战斗机目标。

而其他类型的舰船则会尝试尽可能激进地攻击目标，即使让自己暴露于更大的风险之中，如同给出了 ""消灭"" 命令一样。",战机攻击,,,,
harass,ACTION_TOOLTIP,命令一艘护卫舰在它超出指定的舰船的射程时骚扰该舰船。,骚扰,,,,
intercept,ACTION_TOOLTIP,命令你的舰队专注于进攻指定的舰船。被指派该任务的舰船将忽视自身的战略位置，并尽可能激进地攻击指定目标，因此这会使它们暴露于更大的危险之中。,消灭,,,,
target,ACTION_TOOLTIP,将指定的舰船或战机联队设为目标。,指定为目标,,,,
assign_task,ACTION_TOOLTIP,忽略之前的任务，指派一艘战舰或战机联队执行一项任务。,分配任务...,,,,
rescind,ACTION_TOOLTIP,取消指定的舰船的直接命令，并由系统自动为其分配任务。,取消命令,,,,
cancel_assignment,ACTION_TOOLTIP,"取消当前的任务。舰船和战机将执行自动分配给的其它任务。

如果选择的是一个路径点，那它将被移除。",取消指派,,,,
autopilot,ACTION_TOOLTIP,启用自动驾驶，你的旗舰将会自动航行和自动攻击，也会和舰队里其他舰船一样被自动分配适当的任务。,切换自动驾驶,,,,
,,,,,,,
,,,,,,,
,,,,,,,
asteroid,ASTEROID,在太空中飞驰的蜂窝状物体，通常由金属、冰或岩石构成。其意义主要在于威胁宇宙航行的安全性。,,,,,
,,,,,,,
gas_giant,PLANET,主要由氢气和氦气构成。尽管核心的温度与压力异常之高，但仍不足以支持氘聚变，从而无法使其演变为褐矮星。,,,,,
ice_giant,PLANET,主要由水、氨和甲烷构成的冰态巨行星。在其内部深处，重力所产生的巨大压力足以使其形成一个金属氢的核心。,,,,,
lava,PLANET,地质不稳定且没有固体外壳的行星。遍布于地表上的裂缝和火山一直在喷发着大量的岩浆。这些炽热的岩浆流把这颗行星变成如同地狱般的存在。,,,,,
frozen,PLANET,这个世界的地表满是水或氨冰。而在其下，有可能是液态海洋，亦或是岩质地壳。,,,,,
barren,PLANET,这个世界的大气中没有臭氧层的存在，其地表长期经受着临近恒星的辐射肆虐。没有显著的地质活动，也不存在任何复杂生命形式。,,,,,
barren_deep_space,PLANET,一块在太空中飞驰的贫瘠岩石。没有大气层，也不存在显著的地质活动。,,,,,
toxic,PLANET,这颗行星的大气由二氧化碳与二氧化硫组成，对任何已知生命而言都极其致命。这些气体还产生了失控的温室效应，使得表面温度和大气压力都上升到了极高的水平。,,,,,
jungle,PLANET,这颗富水行星的表面上有着一个生机勃勃的葱郁生物圈。温暖的气候和绝佳的水文条件，为所有纬度上的动植物提供了完美的生存条件。,,,,,
terran,PLANET,这颗行星拥有稳定的地质结构、以氮氧为主的大气层、适宜的磁场与充足的液态水。绝佳的自转角度造就了温和的季节变化。这类行星的分类是以银河系中所有人类祖先的家园为名的。,,,,,
terran-eccentric,PLANET,尽管生态环境高度异常，但一个近似人类宜居的生态系统已在这个世界上初具雏形。而此地所保持着的一种勉强可供呼吸的大气层，足以证明生命的坚韧性与适应性。,,,,,
desert,PLANET,这颗行星只有无尽的干旱和漫天的沙尘，其地表常年遭受宇宙射线无情的轰击。由于磁场非常微弱，该世界维持生命的水资源早在亿万年前就已消散一空。,,,,,
barren-desert,PLANET,表面呈现出氧化铁般暖色调的死亡世界。其大气层非常稀薄，主要蕴含的二氧化碳偶尔会搅动成席卷整颗行星的大型沙尘暴。这些大气中的二氧化碳还会将随着季节温度变化而凝成冰盖或直接升华。,,,,,
arid,PLANET,不宜居住的干旱世界，大气中的含水量远低于类地行星标准。尽管如此，适宜的大气和磁场使其地表免受星际辐射的影响，使一个小型生物圈在能灭绝的边缘上苟延残喘。,,,,,
tundra,PLANET,拥有极端环境的类地行星，其氮氧大气层由一个主要存在于周期性解冻的海洋中的脆弱生物圈维持。这颗行星的表面温度非常低，一旦到达冬季，两极大气层中的二氧化碳甚至会凝固，但如果有足够的预防措施，这里仍能被视为适宜人类居住。,,,,,
cryovolcanic,PLANET,被冰火山覆盖的不毛之地，这些火山不会喷发熔岩，而是喷发出水、氨、甲烷一类的挥发物。,,,,,
rocky_metallic,PLANET,满是金属岩石的死寂世界，破碎的地壳记录了它曾遭受的一切暴力。数公里深的沟壑撕开了地表，满是岩浆的陨石坑洞遍布于巨型火山们的脚底，这些火山的规模比旧地球上任何一处都要庞大许多。这种星球通常具有极高的采矿价值，但稀薄的大气之下往往探测不到任何生命迹象。,,,,,
planet_sindria,CUSTOM,辛达强权 的首都，数以百万的公民生活于该行星地下的巢区都市。虽然几个世纪的采矿作业已经渐渐掏空了 Sindria 的地壳，但是近期的可持续发展计划在这里建立起了大型的重工业基地，还利用建设在地底的质量投射器发射了一系列大型太阳能电池阵列捕获恒星热能，来为星域内为数不多的反物质燃料生产设施提供能源。通过骇人的物理过程生产的反物质燃料被置入富勒烯外壳，再与重氘和锕元素小心混合令其性质相对稳定，这种燃料球正是星际文明赖以生存的一部分。,,这个世界的地表千疮百孔，数公里深的巨大坑洞、纵横交错的裂隙与白天强烈的辐射让这的栖息地与工业设施都必须建在地底深处。Sindria 的人口多数都集中在几个大型巢区都市里，人民生活条件恶劣，且受严苛的律法约束。与绝望的底层生活相比，那些能在国家官僚机构或军事技术部门寻得工作的则是这里的人上人。因绝大数资源都被集中在工业与军事力量上，基础设施不完善的 Sindria 从未能妥善应对 Askonia 危机期间涌入的大量难民与持续至今的人口危机。,,,
planet_salus,CUSTOM,大气层由氨和硫化物所组成的气态巨行星，此地的背向恒星的一面偶尔会出现大规模闪电风暴。Salus 的体积比旧地球星系中的木星略微更小，且辐射场也更稳定。,,,,,
rocky_unstable,PLANET,深受地震与火山爆发影响的不稳定行星。其地表的大部分满是永不冷却的岩浆海，未被岩浆所覆盖的区域则是粗糙的山体与四处分布的火山群，它们喷出的各种毒气、可燃气体、腐蚀气体充斥在稀薄的大气层之中。此地显然不欢迎任何生物永久居住。,,,,,
planet_cruor,CUSTOM,Curor 残破不堪的地表被 Salus 的引力反复摧残，使之成为令人憎恶之地。如今在 辛达强权 控制下的 Curor 变成了一处临时采矿基地和收押囚犯的监牢，但仍有不少来自 Volturn 的承包商和技工来此寻求财富。极度乏味的工作迫使工人们养成了各式各样的恶习，来把他们的薪水挥霍一空，使得黑市在 辛达强权 政府的默许下经营得有声有色。,,这个世界的行星地壳被 Salus 强大的潮汐力压碎，导致频繁的地震与世界末日般的火山爆发。分布广泛的间歇泉不断喷涌出挥发性气体，使这颗星球维持着稀薄的剧毒大气层。毒性气体与含铁化合物相结合，使 Cruor 看起来如血红般鲜艳。履带式钻探机四处漫游在相对稳定的大陆板块上，挖出各种用于出口的各类矿石，而在身后拖出一条条采矿后留下的巨大鸿沟与其中腐蚀废弃的机械堆。许多黑暗的流言围绕着 辛达强权 情报机构所运营的流动劳工营而生。,,,
water,PLANET,拥有原始大气层覆盖的海洋行星。整个行星的表面被数百公里深的海洋完全覆盖。水体中存在丰富的原始生命形式，大片的藻华席甚至能在太空中被观测到。深海的恐怖压力则在岩层地幔的基础之上形成了由固态水冰构成的地核。,,,,,
planet_volturn,CUSTOM,Volturn 是一个拥有浓厚大气层的海洋世界。星球上的海洋被重新设计过的类地生命形式所播种，它们在很大程度上取代了以漂流聚合群落形式存在的相对原始的本土生物。Volturn 的居民生活在各类漂浮栖息地之中，主要依靠养殖业和复杂先进的有机化工产业为生。,,Volturn 曾被设想为以水产养殖与观光为主的行星，为当初未曾被行星杀手毁灭的都市行星 Opis 提供服务。Askonia 危机时期大量涌入的难民使 Volturn 的人口规模甚至超过了 Sindria，生态建筑、度假村、废弃巡洋舰甚至是改造驳船都改装成临时住房以容纳多余的人口。轻工业和水产养殖业是这里的支柱产业，大部分产品都来自 Volturn 海洋中大量繁殖的基因改造生物。一支 辛达 驻军在这个被漂浮平民窟和藻类养殖场所覆盖的行星上维持高压统治，因为这些贫民窟是滋生恐怖主义、邪教和犯罪集团的温床。,,,
rocky_ice,PLANET,"由甲烷、氨所组成的冰冻行星，如岩石般坚硬的冰川随处可见。被阳光照射的冰川会缓慢释放出稀薄的大气，而暗面则只能沉寂于寒冷之中。绝大部分陨石坑都随着时间推移被 ""雪"" 填平。",,,,,
planet_umbra,CUSTOM,"辛达强权的反对派 —— Askonia 革命者委员会的根据地。恶劣的条件让此地的生活条件异常艰苦。Umbra 的主要经济产业是开采挥发物和回收地核钻探项目余留下来的矿渣，但 Askonia 革命者委员会还允许在 Umbra 附近进行私掠活动，以抵扣被 ""临时财产征用"" 吓跑的自由贸易商。少部分难民出于加入革命或是谋求出路的目的来到这里，也正因为这些人的不断涌入，使当地基础设施不堪重负。",,Umbra 远离 Askonia 的光照与热量，是一个由甲烷与氨组成的冰冻世界，如岩石般坚硬的冰川在山地群系随处可见。稀薄的大气源于地表挥发物在向阳面的缓慢蒸发，而它又在背阳面的黑暗与寒冷之中冻结，绝大多数陨石坑都因时间推移而被这种大气挥发雪所填平。只有隐藏在冰川下数公里厚的地幔中的重物质矿藏才具有开采价值，因此殖民栖息地被设在极深的地底。尽管在 Umbra 上的生活非常残酷，且很少有人愿意永久居住于此，但一些理想主义者和投机者仍源源不断地来到此处，带来急需的希望以及真正关键的物资。,,,
star_yellow,PLANET,G2 型主序星，估计年龄为 50 亿年。表面温度六千摄氏度左右，而核心温度很可能超过 1500 万摄氏度。,,,,,
star_orange,PLANET,温度与体积都要比旧地球的太阳要稍小一些的 K 型恒星。与半人马座 Alpha B 相似，这种位于主星序下端的恒星不仅稳定，且至少燃烧了数百亿年，因此它被认为是最容易产生宜居行星和允许星系内地貌改造的恒星。,,,,,
star_blue_giant,PLANET,拥有极高的光度和温度的 O 型恒星。由于其极高的质量，这颗恒星内的元素聚变非常剧烈，导致其寿命较短。就恒星尺度而言，它将在不久后成为爆发为超新星照亮整个银河，最终转变为黑洞或中子星。这颗恒星心脏中汹涌的聚变能以能量的形式喷涌而出，产生强大的恒星风，将近距离环绕它的行星大气层剥离，也能将逗留在附近的舰船结构撕碎。,,,,,
star_blue_supergiant,PLANET,具有高得远超寻常的温度、光度、质量和体积的 O 型恒星。蓝超巨星的质量巨大，足以平稳地完成从氢聚变向以氦和其他更重元素为燃料的过渡。它在恒星中具有几乎最高的亮度，并在达到最大的亮度和燃烧速率之后最终成为超新星爆发，暂时照亮整片河系，并让本星域沐浴在致命的辐射之中。目前这颗恒星心脏中汹涌的聚变能以能量的形式喷涌而出，产生强大的恒星风，将近距离环绕它的行星大气层剥离，也能将逗留在附近的舰船结构撕碎。,,,,,
star_browndwarf,PLANET,质量要比一般恒星稍低的褐矮星，温度不足以使内部的氢元素聚变，但由于重力压缩效应，它依旧能释放出可观的电磁辐射。尽管存有争议，但这种较小的 T 型褐矮星依旧被恒星光谱划分到了气态巨行星一类。与其它小行星相比，褐矮星不仅拥有更强大的磁场，且不太稳定。,,,,,
star_neutron,PLANET,由超新星爆发演变而来，拥有极致的高温与稠密的质量，它的体积因巨大的引力而变得非常小巧。虽然其质量至少等同于三个太阳的总和，但它的半径甚至比旧地球还要稍小一些。由于这颗中子星会快速旋转并发射出强烈的射电脉冲，因此它也被称为脉冲星。任何一位明智的星舰船长都会对其避而远之。,,,,,
black_hole,PLANET,超大质量恒星坍缩的结果，是一种时空曲率大到光都无法从其视界逃脱的天体，量子效应的影响使黑洞发射出可供探测的霍金辐射。在其视界之外的任何设备都无法检测到其内部的任何信息。黑洞强烈的引力会把附近的所有物体撕裂，并形成如螺旋形深渊般的吸积盘，因此极其危险。,,,,,
star_orange_giant,PLANET,K 型巨星，氢已作为燃料耗尽，极大的质量使其核心达到了进行氦聚变所需的高温。严格的学术分类是红巨星，但这颗红巨星比其它同类更大、更热，因此它更类似于前人之领时代的经典天文学中所提到的毕宿五红超巨星。,,,,,
star_red_supergiant,PLANET,进入了它短暂生命的末期的 M 型恒星已经演化成了红超巨星，是已知恒星类型中体积最大的一种。它已经耗尽核心内所有氢，平稳地过度到了氦聚变。随后它很可能会继续聚变产生更重的元素，直到生产铁元素引发超新星爆发。虽然非常巨大，但由于恒星外表壳层非常稀薄且表面温度相对较低，因此呈现出了独特的红色。这颗恒星释放其内部物质的速度非常快，将会产生一片壮观的星云。前人之领时代的经典天文学中所提到过的参宿四与心宿二就是这种红巨星里的典型。,,,,,
star_red_giant,PLANET,恒星演化末期的一种质量较低的红巨星，由于已经耗尽了核心内的氢燃料，转而在不断增大的氦核周围燃烧为数不多的氢，使这颗恒星看起来非常巨大，但由于表面温度相对较低，因此才呈现出独特的红色。,,,,,
star_red_dwarf,PLANET,又小又冷但极为常见的 M 型主序星。它的质量小得无法和旧地球的太阳相提并论。,,,,,
star_white,PLANET,对于大多数恒星来说，白矮星很可能是由红超巨星演变的最终结果。这颗主要由碳构成的恒星没有足够的温度来融化碳元素，因而不再由核聚变的热来抵抗重力崩溃，而是由极端高密度的物质产生的电子简并压力来支撑。,,,,,
drone_station_lt,SHIP_SYSTEM,环绕着空间站的防御无人机。,,环绕着空间站的防御无人机。,,,
drone_station_mid,SHIP_SYSTEM,环绕着空间站的防御无人机。,,环绕着空间站的防御无人机。,,,
drone_station_high,SHIP_SYSTEM,环绕着空间站的防御无人机。,,环绕着空间站的防御无人机。,,,
entropyamplifier,SHIP_SYSTEM,"暂时增加目标舰船受到的伤害。使用时产生大量幅能。

效果的持续时间基于施加方的状态。如果施加方进入相位或以其他形式改变了时间流速，那么对于外界观察者来说，效果的持续时间也会随之变动。",进攻,暂时增加目标舰船受到的伤害，使用时产生大量幅能。,,The target ship takes {{50%}} more damage from all sources.,
interdictor,SHIP_SYSTEM,"干扰目标舰船的驱动场，瘫痪部分引擎。

通常来说它难以直接让一艘引擎全功率输出的舰船直接熄火，但对引擎数量极少的舰船来说也非没有可能，毕竟它至少可以瘫痪一个引擎。",进攻,干扰目标舰船的驱动场，瘫痪部分引擎。,,,
