id,trigger,conditions,script,text,options,notes
LKEchalcedonThreatGo4,DialogOptionSelected,$option == lke_chalcedonThreatGo4,,"$PersonName looks stricken as they explain the hitch in this discovery.

""Sedge. He won't talk to you. He... doesn't use comms.""","lke_chalcedonThreatSedgeA:""Make him use comms. An exception. For me.""
lke_chalcedonThreatSedgeB:""Gee, that's too bad..."" (reach for controls)
lke_chalcedonThreatSedgeC:""A meeting, then.""",
LKEchalcedonThreatSedgeA,DialogOptionSelected,$option == lke_chalcedonThreatSedgeA,"$option = lke_chalcedonThreatSedge2 0
FireBest DialogOptionSelected","""I... look, I can't,"" $heOrShe says, sweating. ""Sedge's flock is armed and, and he's... taken with the pneuma. He doesn't fear death. He kills those who anger him. But wait, wait.""",,
LKEchalcedonThreatSedgeB,DialogOptionSelected,$option == lke_chalcedonThreatSedgeB,"$option = lke_chalcedonThreatSedge2 0
FireBest DialogOptionSelected","""Wait, wait!"" $heOrShe shouts, sweating.",,
LKEchalcedonThreatSedgeC,DialogOptionSelected,$option == lke_chalcedonThreatSedgeC,"$option = lke_chalcedonThreatSedge2 0
FireBest DialogOptionSelected","""Yes,"" $heOrShe breaks into a desperate grin, ""A meeting. Exactly.""",,
LKEchalcedonThreatSedge2,DialogOptionSelected,$option == lke_chalcedonThreatSedge2,"AddTextSmall ""Received address of spacer bar on Chalcedon"" highlight
$global.lke_contactRecruiter = true
Call $global.lke_ref updateStage
$lke_ignorePlayer = true 30
$market.lkeBuggedVIPs++
$market.lkeBuggedVIPs++","""Sedge agreed to meet you. I don't know why, but he suggested it. At a spacer bar, even. Neutral ground, yes? He said he wanted to speak with you. I don't understand it, but he's... he's taken with the pneuma. He does not fear death.""

""It's all I can do. Please. I'll transmit the location to you now.""",cutCommLinkPolite:Cut the comm link,
# LKE Chalcedon VIP friendly,,,,,,
lkeChalcedonVIPstartPather,LKEChalcedonVIPStart,$player.mostLuddicEthosPather,,"""Blessed is our way,"" $heOrShe says, ""on this Path together, $playerBrotherOrSister.""

The $personPost smiles, ""Yes, we have heard of you. Good things; godly things.""",lke_ephiphanyVIPreasonStart:Continue,
lkeChalcedonVIPstartChurch,LKEChalcedonVIPStart,$player.fcm_faction == luddic_church,,"""Blessed peace upon you,"" $heOrShe begins with a tone of skepticism. ""I cannot but wonder what brings one who walks with the Church among us who are so far from Gilead."" $HeOrShe makes a quick reassuring smile, ""I seek no fight, mind; you are spoken well of... by some.""",lke_ephiphanyVIPreasonStart:Continue,
lkeChalcedonVIPreasonStart,DialogOptionSelected,$option == lke_ephiphanyVIPreasonStart,"FireAll LKEEphiphanyVIPreasons
FireAll LKEEphiphanyVIPoptions",,,
lkeChalcedonVIPreason1,LKEEphiphanyVIPreasons,$player.joinedJangalaProtest,$saidNiceThings = true 0,"""You joined the faithful in resisting, albeit symbolically, the Hegemony oppressors who desecrate the holy world of Jangala. It is a small thing, and surely inadequate, but,"" $heOrShe smiles, ""Your first step on the Path won't stomp our enemies out all at once.""",,
lkeChalcedonVIPreason3,LKEEphiphanyVIPreasons,$player.satWithCottonCount >= 2,$saidNiceThings = true 0,"""I am told that Brother Cotton would like you to be told of his kind regards."" $HeOrShe lifts an eyebrow, ""I shan't ask why, though it does make one curious.""",,
lkeChalcedonVIPreason2,LKEEphiphanyVIPreasons,$global.lpp_radicalizedKnightInitiate,$saidNiceThings = true 0,"""And a young Knight Initiate - former Initiate, I should say - spoke well of your simple words on Hesperus which set him on a new Path.""",,
lkeChalcedonVIPreasonDefault,LKEEphiphanyVIPreasons,!$saidNiceThings,,"""It is said that you walk with us. Perhaps not quite on the same Path, but close enough that we might pray together with truth in our hearts.""",,
lkeChalcedonVIPFriendlyResp1,LKEEphiphanyVIPoptions,!$lkeAskedSomeone,,,"lke_chalcedonLookingSomeone:""I'm looking for someone who may have joined the Path.""",
lkeChalcedonVIPFriendlyResp2,LKEEphiphanyVIPoptions,!$lkeAskedSomeone,,,"lke_chalcedonLookingRecruiter:""I'm looking for someone who recruits for the Path.""",
lkeChalcedonVIPFriendlyResp2b,LKEEphiphanyVIPoptions,$lkeAskedSomeone,,,"lke_chalcedonLookingRecruiter:""Look, he had to talk to someone, right? A recruiter?""",
lkeChalcedonVIPFriendlyResp2c,LKEEphiphanyVIPoptions,"$lkeAskedSomeone
!$lkeAskedBornanew",,,"lke_chalcedonLookingBornanew:""He came here to join the Luddic Path. His name is Jethro Bornanew.""",
lkeChalcedonVIPFriendlyResp3,LKEEphiphanyVIPoptions,"!$lkeAskedSomeone
!$lkeAskedBornanew",,,"lke_chalcedonLookingBornanew:""I'm searching for Jethro Bornanew.""",
lkeChalcedonVIPFriendlyRespEnd,LKEEphiphanyVIPoptions,,,,cutCommLinkPolite:Cut the comm link,
lkeChalcedonLookingRecruiterB,DialogOptionSelected,"$option == lke_chalcedonLookingRecruiter
$player.mostLuddicEthosPather","AddTextSmall ""Received address of spacer bar on Chalcedon"" highlight
$global.lke_contactRecruiter = true
Call $global.lke_ref updateStage","""Are you looking to join the Luddic Path? It may be easier than you think."" 

$HeOrShe gives an annoyed look, ""So I hear, I mean. This isn't the place to have such a discussion. There's a spacer bar on the surface, I'll give you the address. Go there. Someone there will be able to... help you.""

$HeOrShe smiles, ""I pray that your Path will be filled with righteous glory, captain.""","lke_chalcedonLookingRecruiterEndA:""Yours as well.""
cutCommLink:Cut the comm link",
lkeChalcedonLookingRecruiterB2,DialogOptionSelected,$option == lke_chalcedonLookingRecruiterEndA,"AdjustRepActivePerson FRIENDLY 1
$option = cutCommLink 0
FireBest DialogOptionSelected",,,
lkeChalcedonLookingRecruiterC,DialogOptionSelected,"$option == lke_chalcedonLookingRecruiter
$player.fcm_faction == luddic_church",,"$HeOrShe gives a half-hearted chuckle. ""How am I to answer that? If I give you a name, am I signing a death-warrant? Will the Knights of Ludd come through their door to seize another 'heretic' for the noose?""","lke_chalcedonLookingRecC2a:""I simply want to talk.""
lke_chalcedonLookingRecC2b:""I promise, I mean no ill-will. You have friends in the Church.""
lke_chalcedonLookingRecC2c:""I promise, I mean no ill-will. You have friends in the Church."" (lie)",
lkeChalcedonLookingRecruiterC2a,DialogOptionSelected,$option == lke_chalcedonLookingRecC2a,"AdjustRepActivePerson INHOSPITABLE -1
$lke_ignorePlayer = true
$market.lkeBuggedVIPs++
EndConversation DO_NOT_FIRE
FireAll PopulateOptions","""Then talk!"" $heOrShe says, annoyed. ""But not to me. I have work to do, and you've distracted me enough.""

$HeOrShe turns away, and gives you a perfunctory ""Blessed day.""

The link cuts from the other end.",,
lkeChalcedonLookingRecruiterC2c,DialogOptionSelected,$option == lke_chalcedonLookingRecC2c,"$player.luddicAttitudePather--
$player.ethosLiar++
$option = lke_chalcedonLookingRecC2b 0
FireBest DialogOptionSelected",,,
lkeChalcedonLookingRecruiterC2b,DialogOptionSelected,$option == lke_chalcedonLookingRecC2b,"AddTextSmall ""Received address of spacer bar on Chalcedon"" highlight
$global.lke_contactRecruiter = true
Call $global.lke_ref updateStage","""Yes,"" $heOrShe nods along to your words. ""It is true that many in the Church long for a truer expression of Ludd's teachings unhindered by that corrupt bureaucracy. You wouldn't believe-""

$PersonName catches $himOrHerself and gives a little cough. ""Regardless, this is not the place for such talk. There's a spacer bar on the surface, I'll give you the address. Go there. Someone there will be able to... help you.""

""I pray that your Path will be filled with righteous glory, captain.""","lke_chalcedonLookingRecruiterEndA:""Yours as well.""
cutCommLink:Cut the comm link",
,,,,,,
"# LKE Chalcedon VIP neutral, ish",,,,,,
lkeChalcedonVIPstartNeutral,LKEChalcedonVIPStart,,FireAll LKEEphiphanyVIPoptions,"""Blessed is the day,"" $personName says, looking at you skeptically. ""What brings you to our humble world?""
OR
""Peace of Ludd upon you,"" $personName says, somewhat hastily. ""Why has Providence set our humble world on your Path?""
OR
""Blessings of Ludd,"" $personName says, examining you. ""Pray tell what brings you and your $shipOrFleet to Chalcedon?""
OR
""May Providence favor this day and peace see its end,"" $personName says, looking you over. ""What path brings you to our stormy home, captain?""
OR
""We thank Providence for this day and its peace,"" says $personName, holding $hisOrHer hands together piously. ""How may I be of help, captain?""",,
lkeChalcedonLookingSomeoneA,DialogOptionSelected,$option == lke_chalcedonLookingSomeone,"$lkeAskedSomeone = true 7
$market.lkeBuggedVIPs++
FireAll LKEEphiphanyVIPoptions","""Ah."" $HeOrShe keeps looking at you.

""If I am understanding your intention, that might not be so easy. The Path is joined with the heart, the immortal spirit, not some number or identification file.""
OR
""Someone?"" $HeOrShe smiles in not wholly sincere apology.

""There are many people who come to Chalcedon, some who stay, some who go. Some who find that for which they search, and many who do not.""",,
lkeChalcedonLookingRecruiterD,DialogOptionSelected,$option == lke_chalcedonLookingRecruiter,,"""You may not like this, but I speak truly: the best recruiter for the Path is the Hegemony's brutality toward the Faithful, the Tri-Tachyon mercenary-assassins who cut down our children, the ravages of the Domain you can see all around us.""
OR
""The brutal suppression of our Faith recruits for the Path, captain. Those who ravage Creation and build false idols to assault God's domain - it is they recruit for the Path.""","lke_chalcedonLookingRecD2:""You know what I mean. I'm looking for a person. A recruiter.""
lke_chalcedonLookingRecD2b:""I understand, but I'm looking for someone to talk to.""
lke_chalcedonLookingRecD2c:""Are you being intentionally dense? Just give me a straight answer.""",
lkeChalcedonLookingRecruiterD2b,DialogOptionSelected,$option == lke_chalcedonLookingRecD2b,"$option = lke_chalcedonLookingRecD2 0
FireBest DialogOptionSelected",,,
lkeChalcedonLookingRecruiterD2,DialogOptionSelected,$option == lke_chalcedonLookingRecD2,,"The very ghost of a frown appears on $hisOrHer face.

""I'm afraid I don't know what you're talking about, captain. And if I did..."" $heOrShe shrugs, almost, but not quite apologetic.
OR
""Surely I wouldn't know anything about that,"" $heOrShe says quickly.

A new furrow appears in $hisOrHer brow, and $heOrShe adds, more quietly, ""Such an association could be... dangerous.""","lke_chalcedonLookingRecOutB:""It is not my intention to cause you trouble, I'm simply looking for a man.""
lke_chalcedonLookingRecOutA:""Perhaps a donation would help jog your memory?""
",
lkeChalcedonLookingRecD2c,DialogOptionSelected,$option == lke_chalcedonLookingRecD2c,"AdjustRepActivePerson INHOSPITABLE -2
$lke_ignorePlayer = true 30
$market.lkeBuggedVIPs++","$PersonName folds $hisOrHer hands, a tense smile appearing on $hisOrHer face.

""What do you think of us, really. Ignorant fanatics, fearful of machines, fleeing before your might? Your arrogance astounds me.""

The $personPost taps something on a control console.
OR
""You may not see it, but I am trying to help you.""

Something tenses in $hisOrHer expression. ""If your eyes were not shut to Ludd's light, you might understand. But the false flame of pride, of power, leads you astray.""

The $personPost taps something on a control console.",lke_chalcedonLookingRecMad1:Continue,
lkeChalcedonLookingRecMad1,DialogOptionSelected,$option == lke_chalcedonLookingRecMad1,"FireBest LKEChalcedonMakeFleetsHostile
EndConversation DO_NOT_FIRE
ShowDefaultVisual","""Captain,"" the voice of your comms officer quietly speaks in your ear, ""They've sent some kind of coded signal. Nearby Pather fleets will be alerted to our position.""

You acknowledge the report and turn your attention back to the Pather on the comms link - and find that the connection has been terminated.",lke_chalcedonLookingRecMad2:Cut the comms,
lkeChalcedonLookingRecMad2,DialogOptionSelected,$option == lke_chalcedonLookingRecMad2,FireAll PopulateOptions,,,
lkeChalcedonLookingRecOutA,DialogOptionSelected,$option == lke_chalcedonLookingRecOutA,"AdjustRepActivePerson INHOSPITABLE -3
$lke_ignorePlayer = true 30
$market.lkeBuggedVIPs++
EndConversation DO_NOT_FIRE
FireAll PopulateOptions","$HisOrHer expression hardens noticeably. ""I'm very sorry, captain, but all the credits in the Sector won't save my soul.""

$HeOrShe turns away, giving you a perfunctory ""Blessed day,"" before cutting the comm-link.
OR
A deep frown grows on $hisOrHer face. ""I am not to be bought and sold like a cache of supplies, captain.""

$HeOrShe turns to cut the comms, added a ""Ludd save you,"" before hitting the termination command.",,
lkeChalcedonLookingRecOutB,DialogOptionSelected,$option == lke_chalcedonLookingRecOutB,"AdjustRepActivePerson INHOSPITABLE -1
$lke_ignorePlayer = true 30
$market.lkeBuggedVIPs++
EndConversation DO_NOT_FIRE
ShowDefaultVisual
FireAll PopulateOptions","""I'm very sorry, captain, but I have much work to do.""

$HeOrShe turns away, giving you a perfunctory ""Blessed day.""

The link cuts from the other end.",,
lkeChalcedonLookingBornanewAb,DialogOptionSelected,"$option == lke_chalcedonLookingBornanew
$player.mostLuddicEthosFaithful","$lkeAskedBornanew = true 7
$option = lke_chalcedonLookingBornanewA 0
FireBest DialogOptionSelected",,,
lkeChalcedonLookingBornanewAc,DialogOptionSelected,"$option == lke_chalcedonLookingBornanew
$player.mostLuddicEthosPather","$lkeAskedBornanew = true 7
$option = lke_chalcedonLookingBornanewA 0
FireBest DialogOptionSelected",,,
lkeChalcedonLookingBornanewA,DialogOptionSelected,$option == lke_chalcedonLookingBornanewA,"$lkeAskedBornanew = true 7
$option = lke_chalcedonLookingBornanewA2 0
FireBest DialogOptionSelected","""I'm afraid that I know no one by that name, captain."" $HeOrShe shrugs apologetically.

""If you are looking for a member of the Path, that will not be easy. It is, as I'm sure you know, a kinship of people, not numbers and indices. You must know someone who trusts you and knows the one for whom you look.""

""So forgive me, but I do not have your answer. But... "" $heOrShe smiles coyly, ""I may know who to ask.""
OR
""I know not that name, $playerSirOrMadam,"" $heOrShe says. ""We do not believe in indexing people with the beast's number. To find someone, you must know someone, and you must build a bridge of trust. This is the Luddic way.""

""So,"" $heOrShe nods, conceding something, ""while I have no answer for you, I may know someone who does.""",,
lkeChalcedonLookingBornanewA2a,DialogOptionSelected,$option == lke_chalcedonLookingBornanewA2,,,"lke_chalcedonLookingBornanewA3:""Who should I ask?""",
lkeChalcedonLookingBornanewA2b,DialogOptionSelected,"$option == lke_chalcedonLookingBornanewA2
$player.metBrotherCotton",,,"lke_chalcedonLookingBornanewA3:""Who should I ask?""
lke_chalcedonLookingBornanewA3b:""... Is it Brother Cotton?""",
lkeChalcedonLookingBornanewA3b,DialogOptionSelected,$option == lke_chalcedonLookingBornanewA3b,,"""It is not. Please,"" $heOrShe says nervously, ""Be mindful of mentioning our brother so freely.""","lke_chalcedonLookingBornanewA3:""So who should I ask?""",
lkeChalcedonLookingBornanewA3,DialogOptionSelected,$option == lke_chalcedonLookingBornanewA3,"AddTextSmall ""Received address of spacer bar on Chalcedon"" highlight
$global.lke_contactRecruiter = true
Call $global.lke_ref updateStage
unset $lke_searchForBornanew","""He will approach you at a spacer bar on the surface, if you are alone. I shall give you the address. He will be able to... help you.""

""I pray that your Path will be filled with righteous glory, captain.""",cutCommLink:Cut the comm link,
lkeChalcedonLookingBornanewB,DialogOptionSelected,"$option == lke_chalcedonLookingBornanew
$player.fcm_faction == luddic_church","$lkeAskedBornanew = true 7
FireAll LKEEphiphanyVIPoptions","The very ghost of a frown appears on $hisOrHer face.

""I'm afraid that I know no one by that name, captain. And if I did..."" $heOrShe shrugs, almost but not quite apologetic.

It is clear that one should not simply ask about a potential member of the Path and expect to receive a straight answer.",,
lkeChalcedonLookingBornanewC,DialogOptionSelected,$option == lke_chalcedonLookingBornanew,"$lkeAskedBornanew = true 7
FireAll LKEEphiphanyVIPoptions","The very ghost of a frown appears on $hisOrHer face.

""I'm afraid that I know no one by that name, captain. And if I did..."" $heOrShe shrugs, almost but not quite apologetic.

It is clear that one should not simply ask about a potential member of the Path and expect to receive a straight answer.",,
,,,,,,
lkeChalcedonMakeFleetsHostile,LKEChalcedonMakeFleetsHostile,,MakeNearbyFleetsHostile $personFaction.id 100000 30 true ,,,
# LKE Chalcedon ask around bar,,,,,,
lkeAskChalcedonBarPromptContact,DialogOptionSelected,"$market.id == chalcedon
$option == marketVisitBar
!$market.lkeMeetingWait
Call $global.lke_ref updateData
$lke_stage == CONTACT_RECRUITER","FireBest BarShuttleDownPrintDesc
FireBest BarPrintDesc
$option = lke_chalcedonBarSedge0 0
FireBest DialogOptionSelected",,,# a meeting to contact Sedge has been set up
lkeAskChalcedonBarPromptBugged,DialogOptionSelected,"$market.id == chalcedon
$option == marketVisitBar
$market.lkeBuggedVIPs > 1
!$market.lkeMeetingWait
Call $global.lke_ref updateData
$lke_stage == GO_TO_CHALCEDON","FireBest BarShuttleDownPrintDesc
FireBest BarPrintDesc
$option = lke_chalcedonBarSedge0 0
FireBest DialogOptionSelected",,,"# you've bothered VIPS, but no meeting is set up"
lkeAskChalcedonBarPrompt,AddBarEvents,"$market.id == chalcedon
Call $global.lke_ref updateData
$lke_stage == GO_TO_CHALCEDON","AddBarEvent LKEchalcedon_barEvent ""Find someone well-connected to bribe for information on Bornanew"" ""There are many here who make 'arrangements' between Pathers and the black market merchants, mercenaries, and bounty hunters who might have difficulty openly dealing with them. Perhaps one can get your information on Jethro Bornanew.""",,,
lkeAskChalcedonBarPromptWaiting,AddBarEvents,"$market.id == chalcedon
$market.lke_searchForBornanew
$market.lkeMeetingSet
$market.lkeMeetingWait
Call $global.lke_ref updateData
$lke_stage == CONTACT_RECRUITER",,"You have a meeting scheduled with a Mammonite to talk with a third party who might know something about Jethro Bornanew, but it is not yet the agreed upon time.",,
lkeAskChalcedonBarStartB,DialogOptionSelected,"$option == LKEchalcedon_barEvent
$market.lkeBuggedVIPs > 1",,"A simple, steaming cup of tea is placed before you with a subtle hint from the proprietor that you need but ask and something much stronger will arrive in a teapot.

Before you can make a proper assessment of the colorful figures who tend to populate this sort of establishment, a man sits next to you with casual self-assurance, takes your tea, and downs the entire cup in one go.","lke_chalcedonBarSedge1:Continue
lke_chalcedonBarSedge1b:""Hey, that was my tea!""",
lkeAskChalcedonBarStartB2,DialogOptionSelected,$option == lke_chalcedonBarSedge1b,"$option = lke_chalcedonBarSedge1 0
FireBest DialogOptionSelected",,,
lkeAskChalcedonBarStart,DialogOptionSelected,$option == LKEchalcedon_barEvent,FireAll LKEchalcedonAskBarOpts,"You take your time, drinking tea and asking around, eventually finding yourself at a table with a 'Mammon's man'; a free agent who interfaces between Pathers and the outside world while despised by both.

Well aware that he will sell any useful information you let slip to Pathers or Pather-hunters, you say...",,
lkeChalcedonAskBarOptA,LKEchalcedonAskBarOpts,,,,"lke_chalcedonBarAskSomeone:""I'm looking for someone who may have joined the Path.""",
lkeChalcedonAskBarOptB,LKEchalcedonAskBarOpts,,,,"lke_chalcedonBarAskRec:""I'm looking for someone who recruits for the Path.""",
lkeChalcedonAskBarOptC,LKEchalcedonAskBarOpts,,,,"lke_chalcedonBarAskBornanew:""I'm searching for a man called Jethro Bornanew.""",
lkeChalcedonAskBarOptD,LKEchalcedonAskBarOpts,,,,lke_barEnd:Thank him for his time and leave.,
lkeChalcedonAskBarRespA,DialogOptionSelected,$option == lke_chalcedonBarAskSomeone,RemoveOption lke_chalcedonBarAskSomeone,"The Mammonite chuckles darkly, shaking his head. ""Captain $playerFirstName. This is Chalcedon; everyone maybe has joined the Path. You must be more specific, much more.""

At your hesitation, he continues, ""You must trust me, just a little, yes? If you don't tell me what you need, then I cannot provide.""",,
lkeChalcedonAskBarRespB,DialogOptionSelected,$option == lke_chalcedonBarAskRec,,"""Looking for."" He raises his eyebrows. ""There are many ways of looking for a person, you know. Some look to talk; some to deal.""

He pours another dram of a foul black market distillate into a teacup. The fumes shimmer as they evaporate.

""Some look to kill."" He eyes you for a moment, holding the teacup, then pours it down his throat, coughs, and slams the cup back on the table. ""I mention because that? That would cost more.""","lke_chalcedonBarAskInformation:""I'm after information, not killing. It's just talk.""
lke_chalcedonBarAskBornanew:""I'm searching for a man called Jethro Bornanew.""",
lkeChalcedonAskBarRespC,DialogOptionSelected,$option == lke_chalcedonBarAskBornanew,"SetTextHighlights ""5,000""
AddText ""You have $player.creditsStrC available.""
SetTextHighlights $player.creditsStrC
DoCanAffordCheck 5000 lke_chalcedonBarBribe5k
DoCanAffordCheck 1000 lke_chalcedonBarBribe1kOffer","""Jethro Bornanew,"" the Mammonite repeats as if writing it to permanent memory.

""A name is good. Very specific. I can make inquiries."" He smiles, then holds up a finger for the proprietor's attention - another round - then points it at you - you're paying.

""I will set up a meeting with a... friend."" He gives you a look, ""Not a good friend, not too close. Just a talking friend. Good business, you know.""

""5,000 credits. You're a big captain, with a big $shipOrFleet. It's nothing, yes?""","lke_chalcedonBarBribe5k:""Agreed.""
lke_chalcedonBarBribe1kOffer:""It's just talk, how about 1000?""
llke_chalcedonBarBribeWalk:Decline and leave",
lkeChalcedonAskBarRespD,DialogOptionSelected,$option == lke_chalcedonBarAskInformation,"SetTextHighlights ""5,000""
AddText ""You have $player.creditsStrC available.""
SetTextHighlights $player.creditsStrC
DoCanAffordCheck 5000 lke_chalcedonBarBribe5k
DoCanAffordCheck 1000 lke_chalcedonBarBribe1kOffer","""Good, good!"" the Mammonite laughs and holds up a finger for the proprietor's attention - another round - then points it at you - you're paying.

""I can set up a meeting, you and... a friend."" He gives you a look, ""Not a good friend, not too close. Just a talking friend. Good business, you know.""

""5,000 credits. You're a big captain, with a big $shipOrFleet. It's nothing, yes?""","lke_chalcedonBarBribe5k:""Agreed.""
lke_chalcedonBarBribe1kOffer:""It's just talk, how about 1000?""
llke_chalcedonBarBribeWalk:Decline and leave",
lkeChalcedonBarOffer1k,DialogOptionSelected,$option == lke_chalcedonBarBribe1kOffer,"SetTextHighlights ""3,000""
DoCanAffordCheck 3000 lke_chalcedonBarBribe3k false
$mamAnnoyedEveryone = true 0
AdjustRep independent SUSPICIOUS -1","The Mammonite laughs, then stands up to shout for the whole teahouse, ""This one, tough negotiator! Watch out, credits are hidden behind Fortress Shield. No one gets in!"" 

Other spacers stare, some murmuring disapproval, others laughing.

He sits, rattling the tea-set, and grins at you. ""3,000 credits. Is spacelane robbery, but I like you.""","lke_chalcedonBarBribe3k:""Agreed.""
llke_chalcedonBarBribeWalk:Decline and leave",
lkeChalcedonBarBribeWalk,DialogOptionSelected,"$option == llke_chalcedonBarBribeWalk
$mamAnnoyedEveryone","SetTextHighlights ""2,000 credits""
DoCanAffordCheck 2000 lke_chalcedonBarBribe3k false","The Mammonite laughs, and calls out to you, almost pleading. ""Wait, wait! 2,000 credits. Final offer. It is charity, almost! Very Luddic!""","lke_chalcedonBarBribe2k:""Agreed.""
lke_barEndOut:Keep walking",
lkeChalcedonBarBribeWalkB,DialogOptionSelected,"$option == llke_chalcedonBarBribeWalk
!$mamAnnoyedEveryone","AdjustRep independent SUSPICIOUS -1
SetTextHighlights ""2,000 credits""
DoCanAffordCheck 2000 lke_chalcedonBarBribe3k false","The Mammonite laughs, and calls out to you. ""Wait, wait,"" and stands up to shout for the whole teahouse, ""This one, tough negotiator! Watch out, credits are hidden behind Fortress Shield. No one gets in!"" 

Other spaces stare, some murmuring disapproval, others laughing.

The Mammonite sits, rattling the tea-set, and grins at you. ""2,000 credits. Is spacelane robbery, but I like you.""","lke_chalcedonBarBribe2k:""Agreed.""
lke_barEndOut:Keep walking",
lkeChalcedonBarBribe5k,DialogOptionSelected,$option == lke_chalcedonBarBribe5k,"AddCredits -5000
$option = lke_chalcedonBarMeetingSet
FireBest DialogOptionSelected",You transfer the credits to the sticky datapad offered by your new friend.,,
lkeChalcedonBarBribe3k,DialogOptionSelected,$option == lke_chalcedonBarBribe3k,"AddCredits -3000
$option = lke_chalcedonBarMeetingSet
FireBest DialogOptionSelected",You transfer the credits to the sticky datapad offered by your new friend.,,
lkeChalcedonBarBribe2k,DialogOptionSelected,$option == lke_chalcedonBarBribe2k,"AddCredits -2000
$option = lke_chalcedonBarMeetingSet
FireBest DialogOptionSelected",You sit back down and transfer the credits.,,
lkeChalcedonAskBarMeetingSet,DialogOptionSelected,$option == lke_chalcedonBarMeetingSet,"$market.lkeMeetingSet = true
$market.lkeMeetingWait = true 1
$global.lke_contactRecruiter = true
Call $global.lke_ref updateStage","""I will make inquiries, and you will wait and come back after one day for a good answer.""

He pounds a drumroll on the table and laughs as a pot of 'tea' arrives. ""Tonight, we drink and celebrate!""","lke_barMammoniteDrink:Keep the party going
lke_barEndOut:Make some excuse and leave",
lkeChalcedonBarEndOut,DialogOptionSelected,$option == lke_barEndOut,"BarCMD leaveBar
ShowDefaultVisual",,,
lkeChalcedonBarEnd,DialogOptionSelected,$option == lke_barEnd,BarCMD showOptions,,,
lkeChalcedonBarDrinkLots,DialogOptionSelected,$option == lke_barMammoniteDrink,,"You drink with the Mammonite, who indeed makes for a good drinking partner. He has many stories, and matches you for tales of scrapes with irate Pathers, pirates, and patrols.

The Mammonite raises a hand to summon the proprietor again. Another pot of 'tea'?","lke_barMammoniteDrink2:""Why not?""
lke_barEndOut:Make some excuse and leave",
lkeChalcedonBarDrinkLotsMore,DialogOptionSelected,$option == lke_barMammoniteDrink2,,"One pot turns into two, then three.

The night spins. A blur of sound and the light - another drink, bottoms of! - teahouse lanterns, doubling, tripling.",lke_barMammoniteDrink3:Need t'find the lav...,
lkeChalcedonBarDrinkLotsMore2,DialogOptionSelected,$option == lke_barMammoniteDrink3,"HideVisual
$lke_interceptLeaveBar1 = true 0
BarCMD leaveBar","You're wrapping up your visit to the charmingly quaint facilities when you are grabbed from behind, a dark hood pulled over your head.

You're dragged through a doorway, somewhere with dank; close air; then out into cold night. There's a thrum of raindrops on awnings.",,
lkeChalcedonBarDrinkLotsMore2bar,ReturnFromBar,$lke_interceptLeaveBar1,"HideVisual
unset $lke_interceptLeaveBar1",,lke_barMammoniteDrink3b:Continue,
lkeChalcedonBarDrinkLotsMore2b,DialogOptionSelected,$option == lke_barMammoniteDrink3b,,"Sharp, low words are exchanged between your kidnappers - and muffled cursing from beside you. Sounds like the Mammonite.

You're pretty sure you're not as worse for the drink as he is. Pretty sure. Hard to tell with your head in a bag.","lke_barMammoniteDrink4:Continue
lke_barMammoniteDrink4b:Draw your sarm. Side-arm, tha'sit. Draw your sidearm.",
lkeChalcedonBarDrinkLotsMore3b,DialogOptionSelected,$option == lke_barMammoniteDrink4b,"$option = lke_barMammoniteDrink4
FireBest DialogOptionSelected","You fumble for your sidearm, and find your holster empty. They must have grabbed it.",,
lkeChalcedonBarDrinkLotsMore3,DialogOptionSelected,$option == lke_barMammoniteDrink4,Call $global.lke_ref shootEm,"A gunshot, barely muffled by the sack on your head, claps your eardrums.

You don't hear the Mammonite cursing anymore. The cold shock of dread sobers you.",lke_barMammoniteDrink5:Continue,
lkeChalcedonBarDrinkLotsMore4,DialogOptionSelected,$option == lke_barMammoniteDrink5,$market.lkePlayerKidnapped = true 0,"More low talking. You're dragged a short distance, then lifted to your feet.

""We should speak, face to face. You- let the good $playerBrotherOrSister see.""

The hood comes off.",lke_barMammoniteDrink6:Continue,
lkeChalcedonBarDrinkLotsMore5,DialogOptionSelected,$option == lke_barMammoniteDrink6,"BeginConversation sedge
Call $global.lke_ref playMusicSedge
$market.talkingOutside = true 0
$global.lke_sedgeKilledMammonite = true 0
FireAll LKEchalcedonBarSedgeOpts","""Been told you've been asking questions,"" the man says with a cheap smile. A tooth is missing, another cracked to a point. He smells of mildew, and sweat.

""I'm Sedge."" He graciously waves a hand to show you the dismal alley you find yourself in, toward the slumped form sitting in a puddle of its own blood. ""Welcome to my Path.""",,
lkeChalcedonBarReturnNextDay0,DialogOptionSelected,"$option == marketVisitBar
$market.lkeMeetingSet 
!$market.lkeMeetingWait","FireBest BarShuttleDownPrintDesc
FireBest BarPrintDesc
unset $market.lkeMeetingSet
$option = lke_chalcedonBarMeetM
FireBest DialogOptionSelected",,,
lkeChalcedonBarReturnNextDay1,DialogOptionSelected,$option == lke_chalcedonBarMeetM,,"It's the next day. You see the Mammonite as you walk in and he greets you from the bar - a little worse for the wear after a night of drinking, it seems. 

""Yes, hello captain! You must come meet my friend!""

He stands - unsteadily - and leads you through a door in the back of the bar.",lke_chalcedonBarNextday2:Follow,
